,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,1536.5,99.0,198.0,1983.0,96.5,197.5,294.0,184.0,2208.0,2421.5,99.0,984.5,2366.0,194.0,193.0,285.5,1045.5,91.5,98.5,97.5
blogentis.csv,1175.5,99.0,198.0,1130.0,98.5,374.5,95.5,184.0,966.5,1506.5,99.0,1450.0,2407.5,193.0,292.0,249.5,2657.0,960.5,99.0,265.0
carabiner.csv,678.0,99.0,99.0,1040.5,98.5,185.0,193.0,184.0,3566.0,1864.5,97.5,893.0,2940.5,322.0,292.0,184.0,96.5,1481.5,99.0,96.5
continuum-ide.csv,0.0,99.0,10379.0,929.0,176.0,176.5,95.5,184.0,600.0,98.0,99.0,185.0,292.0,92.5,193.0,158.0,230.5,413.0,0.0,46.5
emulemorph.csv,0.0,80.5,729.0,423.5,98.5,94.5,195.0,0.0,45.5,363.0,85.5,182.0,779.0,233.5,95.5,143.0,381.5,571.0,99.0,135.5
gtad.csv,93.5,99.0,7153.5,324.0,46.5,98.5,292.0,69.5,555.0,1160.5,93.5,178.0,1147.0,92.5,95.5,188.0,337.0,580.0,98.5,272.5
htmlunit.csv,93.5,99.0,5789.5,638.5,92.5,98.5,194.5,73.5,1129.5,1280.0,98.5,466.5,2121.0,92.5,95.5,285.5,289.5,91.5,93.5,97.5
jaxen.csv,678.0,99.0,198.0,718.0,98.5,98.5,294.0,88.5,1379.5,2739.5,99.0,459.5,2855.0,190.0,292.0,191.0,487.5,771.5,99.0,293.0
jsr308-langtools.csv,678.0,0.0,0.0,0.0,98.5,197.5,294.0,97.5,3301.0,2892.0,0.0,1454.0,0.0,95.5,292.0,285.5,487.5,960.5,98.5,196.5
jvcl.csv,93.5,99.0,99.0,604.5,46.5,98.5,292.0,97.5,1522.0,814.0,284.5,810.5,1393.5,73.5,95.5,158.0,192.0,184.5,99.0,97.5
kaffeine.csv,481.5,92.5,7682.0,1788.5,98.5,197.5,193.0,97.5,1810.0,1978.5,99.0,808.5,2946.5,291.5,193.0,285.5,291.5,378.0,99.0,181.0
m-m-m.csv,93.5,574.0,99.0,1601.0,88.5,197.5,294.0,97.5,3352.5,2892.0,97.5,1454.0,1874.0,268.5,193.0,285.5,291.5,1747.5,99.0,196.5
motu.csv,93.5,99.0,198.0,1603.0,96.5,866.0,294.0,97.5,3141.5,492.5,99.0,1454.0,1949.0,194.0,95.5,354.0,486.5,184.0,99.0,97.5
nh3d.csv,678.0,99.0,99.0,0.0,98.5,197.5,294.0,97.5,4002.5,2892.0,97.5,1454.0,91.0,288.5,292.0,285.5,487.5,960.5,99.0,196.5
sarasvati.csv,778.0,93.5,8518.0,1123.0,84.5,483.0,362.0,184.0,1706.0,956.0,97.5,1528.5,1187.0,191.0,91.5,447.5,193.0,238.0,98.5,97.5
stemkit.csv,647.0,88.5,679.0,1611.0,98.5,2660.5,173.0,97.5,1510.0,658.5,99.0,178.5,1700.5,92.5,95.5,576.0,193.0,91.5,98.5,293.0
taokgame.csv,385.0,17.5,0.0,1255.0,42.5,372.5,194.5,88.5,106.0,691.5,790.0,571.5,1389.0,88.5,153.0,69.0,389.0,91.5,99.0,97.5
wgs-assembler.csv,580.5,92.5,198.0,2048.5,84.5,197.5,353.0,89.5,2153.5,2676.0,99.0,451.5,2621.5,191.0,95.5,285.5,289.5,184.0,99.0,96.5
zabbix.csv,582.5,99.0,2607.5,1983.0,98.5,197.5,95.5,183.0,1950.5,691.5,99.0,814.5,2605.5,92.5,88.5,285.5,487.5,190.0,98.5,97.5
