,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.61,0.53,0.62,0.63,0.43,0.33,0.49,0.76,0.5,0.4,0.68,0.62,0.71,0.26,0.68
bl-toolkit.csv,0.56,0.45,0.55,0.35,0.5,0.78,0.42,0.45,0.23,0.34,0.52,0.54,0.4,0.1,0.42
bochs.csv,0.57,0.73,0.65,0.55,0.65,0.77,0.07,0.78,0.44,0.49,0.62,0.6,0.68,0.07,0.5
emeraldemu.csv,0.45,0.45,0.6,0.65,0.59,0.34,0.07,0.69,0.56,0.53,0.54,0.33,0.59,0.08,0.21
fbmanager.csv,0.71,0.79,0.66,0.47,0.59,0.82,0.4,0.83,0.32,0.42,0.35,0.67,0.71,0.09,0.33
modellus.csv,0.24,0.47,0.59,0.47,0.53,0.7,0.53,0.58,0.47,0.44,0.5,0.78,0.72,0.11,0.58
openmalaria.csv,0.7,0.72,0.66,0.52,0.49,0.74,0.56,0.81,0.48,0.45,0.74,0.7,0.72,0.1,0.65
pi-qmc.csv,0.6,0.56,0.56,0.31,0.39,0.69,0.44,0.82,0.32,0.51,0.54,0.67,0.7,0.07,0.68
plplot.csv,0.67,0.78,0.55,0.48,0.6,0.65,0.43,0.65,0.4,0.55,0.67,0.55,0.73,0.07,0.37
powerfolder.csv,0.61,0.46,0.57,0.55,0.33,0.32,0.39,0.8,0.48,0.23,0.62,0.54,0.66,0.48,0.71
psycle.csv,0.69,0.72,0.65,0.54,0.61,0.77,0.52,0.82,0.39,0.49,0.69,0.72,0.72,0.09,0.65
qgis.csv,0.61,0.66,0.67,0.59,0.64,0.35,0.0,0.76,0.56,0.44,0.58,0.43,0.7,0.07,0.55
sbml.csv,0.66,0.7,0.63,0.5,0.62,0.83,0.46,0.79,0.35,0.55,0.63,0.68,0.7,0.07,0.5
unimrcp.csv,0.43,0.72,0.41,0.46,0.37,0.14,0.62,0.54,0.4,0.37,0.49,0.67,0.66,0.04,0.51
wow-qrsk.csv,0.06,0.38,0.59,0.55,0.62,0.83,0.4,0.19,0.59,0.56,0.25,0.56,0.19,0.27,0.0
