,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.61,0.46,0.62,0.0,0.94,0.83,0.55,0.9
bibedt.csv,0.64,0.89,0.62,0.69,0.62,0.45,0.93,0.49
customwars.csv,0.39,0.33,0.47,0.33,0.5,0.42,0.5,0.27
impala.csv,0.83,0.76,0.62,0.52,0.86,0.73,0.86,0.92
massiv.csv,0.0,0.0,0.95,0.0,0.88,0.0,0.9,0.83
playerstage.csv,0.5,0.93,0.55,0.6,0.42,0.5,0.52,0.45
quarkplusplus.csv,0.48,0.91,0.74,0.52,0.6,0.56,0.48,0.4
xinity.csv,0.6,0.41,0.65,0.83,0.74,0.61,0.48,0.37
