,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.44,0.65,0.0,0.0,0.28,0.1,0.65,0.18
bibedt.csv,0.59,0.28,0.72,0.53,0.38,0.53,0.28,0.5
customwars.csv,0.54,0.6,0.28,0.7,0.56,0.38,0.52,0.44
impala.csv,0.06,0.35,0.52,0.52,0.15,0.1,0.56,0.24
massiv.csv,0.0,0.0,0.99,0.0,0.21,0.0,0.05,0.15
playerstage.csv,0.72,0.11,0.52,0.63,0.56,0.42,0.42,0.46
quarkplusplus.csv,0.55,0.07,0.91,0.61,0.49,0.63,0.49,0.54
xinity.csv,0.4,0.48,0.48,0.42,0.45,0.37,0.54,0.75
