,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.26,0.33,0.29,0.79,0.88,0.22,0.93,0.2,0.38,0.33,0.64,0.78,0.22,0.27,0.0,0.47,0.27,0.0,0.38
fbmanager.csv,0.1,0.05,0.19,0.02,0.19,0.22,0.07,0.05,0.08,0.0,0.34,0.17,0.05,0.09,0.0,0.0,0.0,0.0,0.06
fido.csv,0.03,0.0,0.03,0.05,0.25,0.04,0.3,0.0,0.04,0.0,0.28,0.12,0.0,0.0,0.0,0.16,0.03,0.0,0.51
fityk.csv,0.36,0.76,0.55,0.6,0.5,0.3,0.74,0.61,0.25,0.47,0.58,0.56,0.54,0.27,0.0,0.37,0.53,1.0,0.33
fleet-simulator.csv,0.96,0.9,0.97,0.85,0.69,1.0,0.7,0.58,1.0,0.97,0.79,0.87,0.66,0.82,0.0,0.67,0.77,1.0,0.69
freenet.csv,0.62,0.95,0.87,0.39,0.5,0.96,0.78,0.95,0.75,0.93,0.96,0.6,0.54,0.91,1.0,0.62,0.74,1.0,0.87
geogebra.csv,0.1,0.19,0.13,0.59,0.25,0.22,0.22,0.15,0.08,0.43,0.36,0.3,0.11,0.09,0.0,0.27,0.24,0.0,0.3
google-caja.csv,0.33,0.86,0.42,0.78,0.88,0.85,0.26,0.89,0.29,0.17,0.92,0.95,0.53,0.82,0.12,0.72,0.69,1.0,0.88
hibernate.csv,0.26,0.43,0.23,0.21,0.56,0.26,0.11,0.94,0.46,0.03,0.75,0.36,0.32,0.55,0.0,0.27,0.35,1.0,0.49
itext.csv,0.26,0.9,0.39,0.68,1.0,0.52,0.96,0.7,0.42,0.2,0.83,0.66,0.43,0.77,0.12,0.51,0.46,0.0,0.5
k3b.csv,0.38,0.57,0.97,0.71,0.81,0.33,0.63,0.67,0.25,0.53,0.59,0.38,0.42,0.68,1.0,0.49,0.74,0.0,0.7
megameknet.csv,0.25,0.43,0.32,0.38,0.25,0.33,0.74,0.48,0.5,0.5,0.56,0.35,0.26,0.5,0.12,0.27,0.51,0.0,0.15
myfaces.csv,0.3,0.29,0.29,0.35,0.38,0.33,0.07,0.17,0.25,0.13,0.74,0.38,0.1,0.41,0.12,0.36,0.25,0.0,0.51
onotoa.csv,0.73,0.43,0.1,0.35,0.5,0.3,0.33,0.89,0.58,0.23,0.88,0.71,0.28,0.77,0.0,0.53,0.16,1.0,0.84
paintown.csv,0.21,0.52,0.71,0.66,0.75,1.0,1.0,0.94,0.42,0.37,0.91,0.88,0.96,0.55,1.0,0.87,0.94,1.0,0.97
powerfolder.csv,0.18,0.1,0.39,0.16,0.38,0.11,0.0,0.36,0.25,0.1,0.09,0.33,0.6,0.36,0.12,0.24,0.28,0.0,0.11
triplea.csv,0.33,0.24,0.39,0.91,0.62,0.41,0.7,0.98,0.5,0.27,0.94,0.91,0.61,0.41,0.0,0.63,0.67,1.0,0.9
xamj.csv,0.21,0.19,0.42,0.79,0.62,0.3,0.67,0.22,0.33,0.53,0.3,0.41,0.57,0.36,0.0,0.31,0.2,0.0,0.22
