,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.86,0.5,0.47,0.48,0.35,0.4,0.45,0.46,0.47
azureus.csv,0.92,0.86,0.51,0.8,0.38,0.7,0.89,0.8,0.89
columba.csv,0.75,0.8,0.5,0.52,0.45,0.6,0.44,0.69,0.65
continuum-ide.csv,0.83,0.75,0.94,0.67,0.53,0.86,0.0,0.8,0.95
emulemorph.csv,0.0,0.5,0.5,0.86,0.0,0.88,0.0,0.76,0.97
factor.csv,0.0,0.0,0.67,0.0,0.8,0.0,0.0,0.51,0.67
pcgen.csv,0.7,0.91,0.53,0.9,0.53,0.69,0.86,0.91,0.71
stemkit.csv,0.8,0.83,0.88,0.89,0.67,0.88,0.8,0.9,0.94
utgb.csv,0.63,0.53,0.62,0.85,0.59,0.77,0.67,0.48,0.98
