,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.13,0.15,0.16,0.16,0.16,0.15,0.27,0.18,0.24,0.18,0.22,0.41,0.2,0.11,0.17,0.44,0.2,0.37,0.14,0.23
cornerstone.csv,0.14,0.11,0.13,0.11,0.11,0.15,0.16,0.15,0.35,0.37,0.21,0.14,0.16,0.1,0.15,0.14,0.19,0.15,0.15,0.11
emeraldemu.csv,0.2,0.16,0.26,0.41,0.11,0.14,0.16,0.21,0.14,0.24,0.26,0.39,0.16,0.52,0.2,0.4,0.21,0.4,0.12,0.12
grafx2.csv,0.18,0.16,0.2,0.19,0.13,0.26,0.18,0.22,0.19,0.19,0.22,0.31,0.23,0.15,0.31,0.16,0.21,0.12,0.16,0.23
jahshakafx.csv,0.15,0.13,0.19,0.13,0.11,0.13,0.15,0.24,0.17,0.13,0.23,0.29,0.18,0.12,0.19,0.16,0.18,0.19,0.14,0.14
kindb.csv,0.18,0.17,0.25,0.21,0.18,0.17,0.22,0.22,0.2,0.22,0.3,0.13,0.2,0.11,0.18,0.18,0.22,0.29,0.19,0.19
maya-work-in-progress.csv,0.35,0.26,0.21,0.16,0.44,0.22,0.27,0.26,0.3,0.24,0.3,0.24,0.26,0.21,0.25,0.18,0.29,0.27,0.31,0.26
netatalk.csv,0.24,0.36,0.4,0.52,0.18,0.3,0.25,0.26,0.3,0.34,0.3,0.27,0.22,0.33,0.37,0.44,0.3,0.21,0.26,0.33
novembre.csv,0.15,0.15,0.18,0.16,0.13,0.17,0.18,0.16,0.26,0.14,0.21,0.36,0.18,0.11,0.22,0.28,0.18,0.33,0.12,0.16
ns-3.csv,0.12,0.13,0.19,0.43,0.25,0.26,0.29,0.31,0.26,0.25,0.21,0.32,0.27,0.48,0.28,0.36,0.27,0.42,0.35,0.33
nullc.csv,0.35,0.48,0.4,0.53,0.26,0.24,0.25,0.26,0.23,0.13,0.29,0.16,0.28,0.23,0.3,0.24,0.34,0.27,0.19,0.23
open-beos.csv,0.2,0.19,0.19,0.25,0.18,0.19,0.25,0.25,0.2,0.14,0.19,0.4,0.26,0.49,0.21,0.44,0.25,0.42,0.23,0.17
pixel-commandos.csv,0.48,0.31,0.26,0.29,0.15,0.24,0.27,0.29,0.36,0.35,0.29,0.39,0.29,0.12,0.19,0.28,0.19,0.15,0.24,0.12
planeshift.csv,0.43,0.39,0.29,0.47,0.43,0.26,0.25,0.25,0.31,0.27,0.3,0.25,0.23,0.17,0.24,0.28,0.33,0.29,0.26,0.3
plee-the-bear.csv,0.17,0.13,0.14,0.22,0.16,0.23,0.18,0.24,0.23,0.11,0.23,0.21,0.22,0.3,0.23,0.3,0.19,0.21,0.19,0.19
reaper-ecad.csv,0.13,0.14,0.18,0.2,0.1,0.27,0.27,0.15,0.28,0.39,0.23,0.39,0.16,0.52,0.16,0.12,0.17,0.38,0.4,0.31
sbml.csv,0.22,0.16,0.23,0.29,0.16,0.21,0.27,0.27,0.22,0.25,0.26,0.24,0.24,0.36,0.2,0.2,0.2,0.17,0.27,0.17
unimrcp.csv,0.19,0.19,0.2,0.26,0.15,0.18,0.24,0.24,0.2,0.27,0.3,0.19,0.23,0.12,0.21,0.16,0.25,0.13,0.17,0.17
unladen-swallow.csv,0.13,0.13,0.14,0.08,0.13,0.16,0.2,0.19,0.17,0.14,0.16,0.18,0.2,0.12,0.16,0.16,0.19,0.19,0.18,0.14
xmoto.csv,0.23,0.21,0.19,0.45,0.21,0.29,0.27,0.23,0.24,0.27,0.26,0.29,0.2,0.2,0.27,0.32,0.25,0.4,0.22,0.24
