,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.62,0.43,0.7,0.5,0.44,0.22,0.2,0.55,0.19,0.59,0.43,0.0,0.56,0.35,0.47,0.03,0.6,0.14,1.0,0.64
cornerstone.csv,0.55,0.33,0.64,0.42,0.24,0.35,0.33,0.46,0.08,0.09,0.67,0.56,0.37,0.28,0.18,0.56,0.59,0.21,0.75,0.25
emeraldemu.csv,0.86,0.54,0.79,1.0,0.22,0.2,0.47,0.72,0.3,0.72,0.67,0.07,0.26,0.02,0.54,0.06,0.61,0.07,0.5,0.39
grafx2.csv,0.82,0.61,0.76,0.83,0.22,0.45,0.6,0.7,0.43,0.62,0.61,0.78,0.61,0.63,0.87,0.68,0.55,0.43,0.5,0.64
jahshakafx.csv,0.86,0.59,0.85,0.54,0.34,0.29,0.47,0.86,0.57,0.5,0.73,0.19,0.59,0.49,0.71,0.71,0.62,0.79,1.0,0.47
kindb.csv,0.9,0.64,0.91,0.92,0.56,0.47,0.87,0.84,0.68,0.78,0.82,0.37,0.72,0.37,0.54,0.85,0.74,0.29,1.0,0.67
maya-work-in-progress.csv,0.94,0.82,0.82,0.75,0.98,0.55,0.93,0.89,0.82,0.94,0.96,0.93,0.8,0.84,0.79,0.71,0.91,1.0,0.75,0.75
netatalk.csv,0.73,0.95,0.88,1.0,0.34,0.61,0.73,0.76,0.76,0.78,0.71,0.52,0.71,0.81,0.96,1.0,0.75,0.71,0.75,0.72
novembre.csv,0.71,0.53,0.67,0.38,0.12,0.24,0.6,0.46,0.17,0.41,0.53,0.11,0.4,0.23,0.66,0.18,0.57,0.29,0.75,0.47
ns-3.csv,0.24,0.36,0.21,0.04,0.52,0.64,1.0,0.55,0.57,0.59,0.53,0.96,0.59,0.58,0.49,0.76,0.69,0.93,0.75,0.75
nullc.csv,0.73,1.0,1.0,1.0,0.64,0.49,0.73,0.71,0.5,0.34,0.78,0.37,0.69,0.74,0.7,0.59,0.9,0.43,1.0,0.5
open-beos.csv,0.86,0.84,0.73,0.83,0.46,0.51,0.87,0.84,0.65,0.47,0.47,1.0,0.74,0.98,0.71,1.0,0.82,1.0,0.75,0.58
pixel-commandos.csv,0.04,0.51,0.15,0.38,0.14,0.15,0.33,0.16,0.1,0.09,0.06,0.0,0.1,0.28,0.42,0.24,0.31,0.29,1.0,0.19
planeshift.csv,0.98,0.97,0.91,0.96,0.92,0.62,0.8,0.85,0.9,0.81,0.92,0.89,0.71,0.77,0.64,0.91,0.95,1.0,0.75,0.72
plee-the-bear.csv,0.83,0.44,0.76,0.04,0.28,0.53,0.53,0.61,0.67,0.47,0.61,0.63,0.61,0.63,0.64,0.68,0.56,0.64,1.0,0.5
reaper-ecad.csv,0.5,0.56,0.73,0.88,0.22,0.11,0.27,0.41,0.18,0.03,0.18,0.0,0.35,0.02,0.33,0.21,0.51,0.14,0.25,0.14
sbml.csv,0.9,0.75,0.79,1.0,0.48,0.57,0.8,0.89,0.76,0.78,0.92,0.93,0.82,0.95,0.68,0.85,0.72,0.64,0.75,0.56
unimrcp.csv,0.89,0.73,0.73,0.88,0.38,0.49,0.87,0.81,0.62,0.75,0.88,0.81,0.74,0.51,0.72,0.76,0.75,0.64,1.0,0.56
unladen-swallow.csv,0.49,0.57,0.58,0.17,0.2,0.39,0.67,0.59,0.46,0.5,0.35,0.74,0.52,0.47,0.3,0.65,0.62,0.79,0.5,0.31
xmoto.csv,0.7,0.7,0.67,0.08,0.5,0.66,0.8,0.69,0.54,0.62,0.61,0.67,0.48,0.67,0.82,0.88,0.73,0.93,0.75,0.75
