,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.37,0.29,0.42,0.7,0.29,0.53,0.68
emulemorph.csv,0.41,0.29,0.43,0.47,0.0,0.16,0.68
htmlunit.csv,0.42,0.27,0.56,0.32,0.26,0.59,0.64
jvcl.csv,0.06,0.55,0.59,0.61,0.07,0.21,0.53
m-m-m.csv,0.42,0.52,0.37,0.13,0.77,0.32,0.64
nh3d.csv,0.56,1.0,0.0,0.0,0.0,0.34,0.0
wgs-assembler.csv,0.54,0.62,0.53,0.55,0.05,0.49,0.51
