,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.3,0.44,0.4,0.58,0.44,0.47,0.51,0.95
cornerstone.csv,0.56,0.52,0.63,0.94,0.56,0.54,0.64,0.63
frogatto.csv,0.49,0.62,0.51,0.57,0.58,0.63,0.99,0.66
novembre.csv,0.11,1.0,0.15,0.44,0.54,0.38,0.17,0.31
ns-3.csv,0.98,0.56,0.58,0.49,0.56,0.53,0.69,0.62
open-beos.csv,0.53,0.54,0.97,0.38,0.59,0.48,0.59,0.54
planeshift.csv,0.65,0.54,0.65,0.63,0.99,0.73,0.63,0.45
sbml.csv,0.6,0.62,0.66,0.59,0.65,0.98,0.67,0.65
