,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.39,0.41,0.47,0.62,0.54,0.58,0.56,0.97
cornerstone.csv,0.7,0.36,0.61,0.94,0.66,0.63,0.65,0.65
frogatto.csv,0.56,0.44,0.5,0.58,0.68,0.71,0.97,0.68
novembre.csv,0.15,1.0,0.19,0.45,0.64,0.48,0.24,0.39
ns-3.csv,0.99,0.42,0.55,0.54,0.66,0.62,0.69,0.7
open-beos.csv,0.59,0.41,0.97,0.45,0.69,0.57,0.61,0.58
planeshift.csv,0.73,0.46,0.57,0.63,1.0,0.83,0.63,0.7
sbml.csv,0.67,0.43,0.58,0.59,0.78,0.99,0.68,0.67
