,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.46,0.29,0.82,0.42,0.54,0.82,0.38,0.25,0.0,0.78,0.93,0.4,0.33,0.06,0.69,0.19,0.77,0.49
buddata-ebxml-registry.csv,1.0,0.83,1.0,1.0,0.8,1.0,0.88,1.0,1.0,1.0,0.81,1.0,1.0,0.81,1.0,0.95,1.0,0.94
co-ode-owl-plugins.csv,0.62,0.51,0.64,0.58,0.72,0.8,0.47,0.5,0.24,0.67,0.96,0.73,0.72,0.06,0.4,0.38,0.27,0.57
firebreath.csv,0.5,0.4,1.0,0.75,0.76,0.8,0.65,0.67,0.38,0.28,0.8,0.67,0.78,0.19,0.62,0.52,0.65,0.25
gretl.csv,0.92,0.71,0.73,0.75,0.65,0.91,0.91,0.6,0.33,0.89,0.78,1.0,0.72,0.25,0.72,0.62,0.67,0.73
konversation.csv,0.17,0.34,0.27,0.75,0.39,0.36,0.41,0.65,0.43,0.17,0.09,0.53,0.5,0.25,0.38,0.38,0.26,0.19
lazarus-ccr.csv,0.75,0.43,1.0,0.25,0.76,0.48,0.65,0.6,0.43,0.61,0.2,0.6,0.83,0.88,0.97,0.67,0.9,0.22
linuxsh.csv,0.71,0.43,0.91,0.17,0.2,0.68,0.35,0.27,0.05,0.72,0.98,0.67,0.06,0.0,0.15,0.14,0.17,0.54
migen.csv,0.38,0.43,0.36,0.67,0.46,0.55,0.65,0.37,0.05,0.78,0.54,0.73,0.06,0.06,0.29,0.19,0.18,0.37
moviesandbox.csv,0.58,0.83,0.64,0.83,0.57,0.73,0.53,0.68,0.1,0.67,0.69,0.73,0.72,0.06,0.22,0.29,0.26,0.75
mvnforum.csv,0.04,0.29,0.82,0.0,0.59,0.84,0.32,0.32,0.05,0.61,0.56,0.27,0.61,0.44,0.72,0.67,0.64,0.37
ontomorphtab.csv,0.46,0.66,1.0,0.92,0.96,0.95,0.82,0.9,0.86,0.28,0.89,0.73,0.56,0.69,0.88,0.76,0.98,0.67
opengs.csv,0.17,0.17,0.55,0.67,0.61,0.73,0.24,0.48,0.14,0.17,0.76,0.53,0.56,0.0,0.4,0.38,0.35,0.22
plplot.csv,0.75,0.66,1.0,0.83,0.85,0.82,0.65,0.77,0.48,0.22,0.93,0.8,0.89,0.5,0.8,0.62,0.95,0.54
scite-ru.csv,1.0,0.89,0.91,0.67,0.87,0.91,0.88,0.68,0.48,0.89,0.89,1.0,0.83,0.81,0.63,0.86,0.58,0.75
tokratan.csv,0.25,0.37,0.45,0.58,0.57,0.66,0.59,0.35,0.1,0.11,0.26,0.47,0.72,0.5,0.74,0.76,0.57,0.52
vrjuggler.csv,0.5,0.51,0.0,0.5,0.04,0.3,0.09,0.07,0.19,0.11,0.04,0.13,0.22,0.5,0.18,0.0,0.18,0.3
xuggle.csv,0.71,0.43,0.82,0.58,0.7,0.7,0.56,0.6,0.62,0.28,0.85,0.87,0.83,0.12,0.61,0.62,0.73,0.55
