,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.0,2.0,2.0,7.0,62.0,2.0,2.0,9.0,72.0,2.0,1.0,34.0,5.0,3.0,0.0,3.0,1.0,1.0
buddata-ebxml-registry.csv,5.0,1.0,4.0,22.0,63.0,1.0,5.0,3.0,7.0,8.0,6.0,21.0,1.0,12.0,2.0,9.0,1.0,0.0
co-ode-owl-plugins.csv,3.0,7.0,3.0,19.0,66.0,0.0,5.0,3.0,0.0,0.0,0.0,19.0,1.0,2.0,0.0,3.0,0.0,0.0
firebreath.csv,0.0,1.0,2.0,14.0,22.0,0.0,2.0,0.0,0.0,12.0,2.0,6.0,3.0,8.0,0.0,2.0,0.0,0.0
gretl.csv,4.0,2.0,6.0,10.0,21.0,2.0,3.0,5.0,8.0,5.0,5.0,22.0,0.0,9.0,1.0,1.0,1.0,0.0
konversation.csv,0.0,0.0,6.0,2.0,11.0,0.0,1.0,2.0,5.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0,3.0,0.0
lazarus-ccr.csv,1.0,5.0,4.0,22.0,113.0,2.0,10.0,3.0,9.0,2.0,4.0,2.0,4.0,14.0,2.0,8.0,1.0,1.0
linuxsh.csv,5.0,0.0,0.0,6.0,14.0,0.0,0.0,4.0,3.0,4.0,2.0,17.0,8.0,74.0,0.0,0.0,0.0,0.0
migen.csv,2.0,3.0,6.0,6.0,21.0,0.0,0.0,3.0,0.0,3.0,3.0,40.0,6.0,0.0,0.0,1.0,0.0,0.0
moviesandbox.csv,5.0,1.0,4.0,4.0,69.0,0.0,6.0,3.0,8.0,5.0,1.0,43.0,1.0,0.0,0.0,8.0,0.0,0.0
mvnforum.csv,0.0,3.0,4.0,101.0,58.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,12.0,2.0,9.0,1.0,0.0
ontomorphtab.csv,0.0,0.0,4.0,11.0,54.0,1.0,0.0,1.0,8.0,33.0,2.0,16.0,5.0,14.0,2.0,2.0,1.0,2.0
opengs.csv,0.0,0.0,0.0,5.0,17.0,0.0,1.0,3.0,1.0,0.0,2.0,31.0,5.0,74.0,0.0,0.0,0.0,0.0
plplot.csv,1.0,0.0,3.0,17.0,42.0,0.0,1.0,0.0,0.0,13.0,2.0,29.0,4.0,12.0,0.0,1.0,1.0,0.0
scite-ru.csv,5.0,2.0,1.0,29.0,35.0,0.0,12.0,1.0,0.0,7.0,4.0,22.0,4.0,8.0,3.0,8.0,0.0,0.0
tokratan.csv,1.0,3.0,1.0,15.0,8.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,6.0,0.0,0.0
vrjuggler.csv,0.0,1.0,65.0,4.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,4.0,3.0,0.0,77.0,0.0,0.0
xuggle.csv,1.0,2.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,9.0,2.0,4.0,1.0,0.0
