,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.41,0.79,0.5,0.82,0.5,0.43,0.54,0.68,0.75,0.58,0.39,0.56,0.5,0.73,0.35,0.82,0.5,0.44
buddata-ebxml-registry.csv,0.35,0.41,0.44,0.42,0.58,0.41,0.32,0.41,0.34,0.39,0.36,0.41,0.31,0.38,0.45,0.51,0.45,0.35
co-ode-owl-plugins.csv,0.56,0.54,0.67,0.68,0.59,0.43,0.47,0.61,0.89,0.95,0.37,0.45,0.42,0.75,0.73,0.93,0.81,0.42
firebreath.csv,0.53,0.47,0.41,0.45,0.53,0.38,0.38,0.51,0.69,0.44,0.39,0.47,0.4,0.57,0.4,0.55,0.44,0.65
gretl.csv,0.35,0.42,0.49,0.49,0.56,0.4,0.36,0.5,0.7,0.49,0.41,0.42,0.41,0.68,0.41,0.42,0.49,0.39
konversation.csv,0.83,0.5,0.86,0.52,0.89,0.55,0.52,0.47,0.64,0.76,0.94,0.53,0.54,0.83,0.59,0.59,0.72,0.85
lazarus-ccr.csv,0.54,0.52,0.45,0.7,0.53,0.76,0.45,0.63,0.66,0.76,0.81,0.51,0.45,0.44,0.45,0.72,0.49,0.81
linuxsh.csv,0.46,0.68,0.57,0.93,0.97,0.44,0.7,0.79,0.8,0.78,0.36,0.48,0.91,0.0,0.96,0.86,0.95,0.45
migen.csv,0.52,0.56,0.79,0.46,0.76,0.39,0.42,0.67,0.0,0.78,0.53,0.49,0.88,0.86,0.63,0.89,0.9,0.58
moviesandbox.csv,0.6,0.51,0.86,0.51,0.78,0.41,0.59,0.53,0.9,0.97,0.6,0.51,0.44,0.67,0.92,0.69,0.92,0.43
mvnforum.csv,0.0,0.75,0.58,0.9,0.75,0.47,0.9,0.97,0.75,0.95,0.73,0.88,0.58,0.68,0.61,0.68,0.65,0.67
ontomorphtab.csv,0.38,0.41,0.44,0.42,0.48,0.41,0.32,0.41,0.36,0.37,0.35,0.43,0.42,0.37,0.42,0.42,0.44,0.36
opengs.csv,0.75,0.86,0.52,0.57,0.62,0.38,0.62,0.54,0.8,0.67,0.59,0.62,0.42,0.0,0.52,0.59,0.55,0.8
plplot.csv,0.52,0.44,0.44,0.45,0.48,0.39,0.41,0.5,0.43,0.44,0.38,0.43,0.35,0.5,0.43,0.52,0.43,0.43
scite-ru.csv,0.35,0.44,0.42,0.52,0.52,0.39,0.4,0.46,0.72,0.46,0.42,0.42,0.32,0.38,0.46,0.59,0.51,0.44
tokratan.csv,0.67,0.5,0.54,0.56,0.71,0.36,0.4,0.62,0.8,0.93,0.94,0.69,0.38,0.51,0.39,0.52,0.42,0.44
vrjuggler.csv,0.57,0.43,0.67,0.82,0.88,0.63,0.89,0.83,0.92,0.75,0.67,0.89,0.86,0.57,0.93,0.75,0.95,0.6
xuggle.csv,0.4,0.55,0.4,0.6,0.65,0.37,0.39,0.44,0.4,0.53,0.47,0.58,0.33,0.62,0.44,0.51,0.39,0.47
