,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.34,0.43,0.56,0.38,0.61,0.59,0.67,0.47,0.37,0.54,0.39,0.78,0.4,0.44
encog-cs.csv,0.39,0.47,0.58,0.5,0.43,0.45,0.44,0.66,0.64,0.52,0.59,0.57,0.47,0.55
extprosys.csv,0.36,0.4,0.76,0.46,0.39,0.42,0.47,0.55,0.38,0.43,0.55,0.5,0.44,0.46
ibatisdb.csv,0.89,0.8,0.88,0.93,0.75,0.9,0.82,0.88,0.89,0.61,0.99,0.62,0.96,0.8
intact.csv,0.42,0.4,0.8,0.52,0.38,0.71,0.47,0.57,0.47,0.54,0.67,0.48,0.81,0.97
japano.csv,0.42,0.42,0.46,0.44,0.56,0.39,0.73,0.49,0.53,0.44,0.4,0.55,0.37,0.41
lockss.csv,0.83,0.91,0.94,0.8,0.83,0.67,0.75,0.95,0.95,0.95,0.82,0.67,0.97,0.93
ofbiz.csv,0.86,0.5,0.68,0.81,0.94,0.62,0.75,0.93,0.65,0.77,0.79,0.0,0.44,0.43
officefloor.csv,0.92,0.5,0.94,0.41,0.96,0.91,0.44,0.56,0.0,0.97,0.97,0.55,0.83,0.49
opennms.csv,0.58,0.83,0.9,0.9,0.74,0.93,0.58,0.81,0.84,0.89,0.74,0.71,0.7,0.82
rohxel.csv,0.32,0.39,0.5,0.4,0.36,0.43,0.44,0.5,0.41,0.4,0.42,0.44,0.45,0.54
roolo.csv,0.94,0.64,0.98,0.96,0.74,0.92,0.5,0.96,0.97,0.66,0.83,0.84,0.68,0.92
sevenupdate.csv,0.35,0.45,0.48,0.39,0.42,0.41,0.48,0.52,0.44,0.44,0.5,0.46,0.54,0.57
