,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0
foursquared.csv,0.14,0.22,0.0,0.96,0.08,0.0
ifmo-game-1.csv,1.0,0.0,0.0,0.12,0.23,0.0
micomt.csv,0.14,0.33,0.33,0.88,0.77,1.0
voms.csv,0.14,1.0,0.33,0.12,0.0,0.0
