,id,count_recall,count_precision,count_pf,cdom_score,bellwether
55,2,1,2,2,1,mclient-mume.csv
51,3,1,4,6,5,jatlas.csv
49,4,1,4,16,19,exist.csv
57,5,2,3,4,5,nunit.csv
24,6,1,6,11,10,forester-atv.csv
19,7,2,9,18,18,sblim.csv
29,8,1,5,9,10,synecdoche.csv
27,10,1,1,1,0,atunes.csv
18,11,1,1,4,3,fluent-nhibernate.csv
56,13,1,3,3,2,nutz.csv
58,14,1,11,20,18,jaxlib.csv
50,15,2,9,15,15,openmeetings.csv
21,16,1,5,9,9,cortex-vfx.csv
26,17,1,1,3,2,clamav.csv
16,18,1,1,2,2,qpe.csv
28,19,3,4,6,9,quarkplusplus.csv
15,20,1,2,7,5,ifmo-game-1.csv
30,21,2,6,14,15,rsyslog.csv
59,22,3,2,3,5,wow-qrsk.csv
17,27,1,3,7,6,haphazard.csv
25,28,1,5,13,12,lamp.csv
20,29,2,6,11,14,algebsql.csv
39,30,4,13,11,17,paintown.csv
6,32,1,5,10,9,igarden.csv
14,33,2,5,9,9,bloodycore.csv
13,34,1,3,4,3,vapor.csv
7,35,2,10,17,19,acdk.csv
34,36,2,12,16,16,pixel-commandos.csv
40,37,1,7,11,10,nebuladevice.csv
33,38,8,5,4,15,robocode.csv
41,39,1,2,7,6,k3d.csv
53,40,1,4,9,8,jcae.csv
47,41,2,3,4,4,aime.csv
22,42,1,5,6,5,genoviz.csv
32,43,1,6,8,7,etics.csv
31,44,1,3,6,5,webdriver.csv
23,45,1,3,5,4,tolven.csv
46,46,1,7,11,10,jstock.csv
54,47,1,6,17,17,ktc.csv
48,48,1,7,8,11,qgo.csv
52,49,1,10,13,14,biodwh.csv
3,50,1,7,13,12,alpine.csv
42,52,1,4,6,6,crisscross.csv
38,53,3,4,9,15,hatari.csv
37,54,1,2,3,2,graphmak.csv
43,55,1,5,11,9,sarasvati.csv
9,56,1,2,7,7,zact.csv
5,57,3,7,14,16,jasperreports.csv
10,58,1,5,13,12,opennms.csv
1,59,1,8,18,18,psrchive.csv
12,60,1,3,5,4,maidsafe-dht.csv
0,61,1,4,17,16,fulguro.csv
36,62,1,3,5,5,mvnforum.csv
44,63,2,9,14,15,gwanted.csv
45,64,1,3,4,5,mevenide.csv
35,65,1,3,12,12,panda3d.csv
2,66,1,2,2,1,freewrl.csv
11,67,2,8,14,15,findbugs.csv
4,68,1,5,9,8,gtad.csv
8,69,1,1,2,1,trinitycore.csv
