,recall,precision,pf,wins
ambulant.csv,0.62,0.4,0.63,4
apertium.csv,0.36,0.53,0.29,14
beast-mcmc.csv,0.69,0.45,0.58,8
cuberok.csv,0.46,0.38,0.44,7
icescrum.csv,0.52,0.47,0.29,15
ingex.csv,0.47,0.5,0.41,11
jbasic.csv,0.79,0.39,0.68,6
jgnash.csv,0.56,0.4,0.42,10
jrefactory.csv,0.64,0.37,0.7,1
jsecurity.csv,0.27,0.5,0.18,16
libopenmetaverse.csv,0.98,0.38,0.93,0
mobicents.csv,0.75,0.39,0.73,3
opendvr.csv,0.59,0.46,0.39,13
openefm.csv,0.38,0.48,0.31,12
power-architect.csv,0.92,0.38,0.84,2
sidekar.csv,0.0,0.0,0.0,5
yarp0.csv,0.58,0.43,0.51,9
