,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.52,0.68,0.94,0.98,0.93,0.89,0.88,0.71,0.67,0.83,0.92,0.71,0.93,0.67,0.95
e-bio-flow.csv,0.89,0.5,0.62,0.81,0.79,0.94,0.62,0.94,0.88,0.5,0.94,0.97,0.94,0.73,0.76
haggle.csv,0.47,0.75,0.63,0.58,0.67,0.57,0.52,0.77,0.52,0.54,0.47,0.52,0.67,0.82,0.51
hannosset.csv,0.0,0.0,0.5,0.92,0.67,0.0,0.0,0.0,0.0,0.5,0.83,0.88,0.0,0.0,0.5
jas.csv,0.92,0.93,0.5,0.9,0.92,0.75,0.67,0.0,0.0,0.86,0.75,0.98,0.88,0.91,0.0
jbpm.csv,0.0,0.62,0.0,0.98,0.75,0.86,0.75,0.67,0.0,0.0,0.0,0.89,0.8,0.83,0.89
jgossipforum.csv,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.93,0.0,0.5,0.0
joustsim.csv,0.54,0.83,0.91,0.97,0.76,0.56,0.56,0.78,0.82,0.65,0.56,0.57,0.88,0.6,0.71
log4net.csv,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.83,0.8,0.0,0.88,0.5,0.0,0.0,0.0,0.0,0.88,0.83,0.9,0.0,0.0,0.8
ngl.csv,0.45,0.65,0.37,0.45,0.47,0.58,0.37,0.54,0.38,0.38,0.67,0.56,0.48,0.54,0.5
nunit.csv,0.83,0.84,0.69,0.8,0.92,0.92,0.59,0.83,0.76,0.79,0.91,0.9,0.7,0.43,0.89
piccolo2d.csv,0.5,0.88,0.92,0.52,0.83,0.5,0.62,0.0,0.7,0.0,0.0,0.83,0.48,0.53,0.67
sblim.csv,0.0,0.77,0.75,0.95,0.91,0.67,0.85,0.8,0.67,0.83,0.0,0.5,0.75,0.9,0.9
wsmt.csv,0.91,0.95,0.95,0.89,0.83,0.9,0.95,0.89,0.88,0.75,0.8,0.99,0.71,0.57,0.65
