,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.07,0.66,0.79,0.7,0.68,0.85,0.94,0.44,1.0,0.88,1.02,0.67,0.63,0.81,0.78
e-bio-flow.csv,0.94,0.51,0.59,0.73,0.37,0.89,0.03,1.0,0.82,0.51,1.03,0.92,1.01,0.81,0.7
haggle.csv,0.59,0.82,0.67,0.65,0.71,0.03,0.61,0.83,0.54,0.37,0.67,0.57,1.02,0.92,0.67
hannosset.csv,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.91,1.0,0.17,1.0,1.0,1.0,1.0
jas.csv,0.75,0.74,0.92,0.96,1.0,0.96,0.97,1.0,1.0,1.01,1.0,0.88,0.0,0.92,1.0
jbpm.csv,1.0,0.6,0.92,0.02,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.99,0.98
jgossipforum.csv,0.89,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.94,1.0,0.97,0.97
joustsim.csv,0.65,0.91,0.7,0.93,1.03,0.59,0.69,0.28,0.0,0.57,0.65,0.58,0.63,0.71,0.56
log4net.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,0.97,0.91,0.92,1.0,1.0,0.99,1.0,1.0,1.0,0.0,1.0,0.97,1.0,1.0,0.98
ngl.csv,0.66,0.61,0.68,0.51,0.53,0.52,0.64,0.36,0.45,0.53,0.74,0.01,0.52,0.85,0.65
nunit.csv,0.93,0.74,0.67,0.44,0.72,0.74,0.72,0.82,0.64,0.87,1.05,0.73,0.46,0.76,0.05
piccolo2d.csv,0.96,0.96,0.08,0.66,1.0,0.99,0.72,1.0,1.07,1.0,1.0,0.98,0.86,0.89,0.98
sblim.csv,0.96,0.05,1.0,0.89,1.0,0.96,0.85,1.0,0.82,0.63,1.0,0.99,1.0,0.87,0.88
wsmt.csv,0.9,0.94,0.79,0.87,1.1,0.78,0.81,1.06,0.89,1.0,1.0,0.74,0.96,0.04,0.68
