,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.47,0.63,0.59,0.6,0.46,0.48,0.62,0.5,0.63,0.68,0.72,0.71,0.7,0.39,0.82,0.34,0.58,0.86
beast-mcmc.csv,0.68,0.45,0.45,0.81,0.57,0.42,0.49,0.5,0.49,0.58,0.51,0.65,0.39,0.4,0.9,0.7,0.45,0.65
cuberok.csv,0.44,0.49,0.38,0.5,0.48,0.53,0.43,0.57,0.56,0.43,0.41,0.47,0.43,0.35,0.65,0.64,0.45,0.65
exist.csv,0.5,0.41,0.49,0.58,0.4,0.5,0.47,0.4,0.5,0.5,0.65,0.56,0.45,0.34,0.53,0.36,0.41,0.61
ingex.csv,0.89,0.92,0.6,0.65,0.56,0.81,0.56,0.82,0.76,0.67,0.86,0.75,0.62,0.65,0.88,0.57,0.68,0.85
javaprofiler.csv,0.51,0.4,0.44,0.49,0.52,0.41,0.41,0.4,0.55,0.43,0.44,0.45,0.46,0.48,0.36,0.36,0.43,0.49
jbasic.csv,0.79,0.93,0.43,0.82,0.67,0.79,0.53,0.51,0.46,0.57,0.94,0.83,0.73,0.78,0.88,0.89,0.65,0.95
jgnash.csv,0.91,0.94,0.71,0.86,0.88,0.64,0.99,0.58,0.92,0.91,0.93,0.6,0.52,0.67,0.62,0.49,0.86,0.88
jrefactory.csv,0.58,0.66,0.55,0.72,0.52,0.39,0.59,0.6,0.59,0.52,0.6,0.53,0.62,0.4,0.42,0.93,0.38,0.51
jsecurity.csv,0.68,0.58,0.46,0.78,0.59,0.45,0.57,0.42,0.54,0.67,0.78,0.52,0.54,0.44,0.55,0.4,0.5,0.72
libopenmetaverse.csv,0.37,0.4,0.46,0.51,0.5,0.53,0.4,0.4,0.46,0.47,0.49,0.39,0.44,0.43,0.41,0.37,0.42,0.41
mobicents.csv,0.59,0.52,0.44,0.55,0.62,0.47,0.52,0.47,0.57,0.46,0.62,0.67,0.45,0.41,0.91,0.44,0.42,0.6
mp-rechnungs-und-kundenverwaltung.csv,0.75,0.93,0.53,0.71,0.68,0.68,0.62,0.79,0.9,0.58,0.75,0.93,0.72,0.64,0.78,0.49,0.75,0.79
openefm.csv,0.6,0.64,0.47,0.56,0.51,0.85,0.55,0.56,0.52,0.51,0.42,0.76,0.56,0.35,0.74,0.58,0.57,0.73
power-architect.csv,0.49,0.68,0.44,0.48,0.53,0.39,0.53,0.69,0.62,0.65,0.65,0.49,0.46,0.4,0.45,0.6,0.41,0.6
sidekar.csv,0.42,0.48,0.42,0.44,0.5,0.41,0.4,0.48,0.44,0.44,0.51,0.5,0.42,0.35,0.55,0.35,0.37,0.57
wheat.csv,0.6,0.49,0.59,0.85,0.95,0.46,0.57,0.61,0.52,0.62,0.86,0.55,0.67,0.91,0.5,0.48,0.58,0.57
yarp0.csv,0.44,0.54,0.68,0.6,0.65,0.53,0.64,0.88,0.89,0.51,0.6,0.67,0.66,0.53,0.47,0.39,0.49,0.62
