,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.33,0.67,0.59,0.36,0.68,0.56,0.54,0.56,0.12,0.71,1.0,0.14,0.74,0.31,0.64,0.48,0.79,0.82
beast-mcmc.csv,0.98,0.48,0.6,0.35,0.7,0.47,0.69,0.5,0.2,0.58,0.22,0.35,0.65,0.37,0.7,0.48,0.9,0.83
cuberok.csv,0.31,0.49,0.57,0.19,0.73,0.59,0.56,0.95,0.19,0.49,0.3,0.3,0.66,0.32,0.45,0.32,0.85,0.57
exist.csv,0.4,0.43,0.54,0.35,0.7,0.62,0.64,0.36,0.26,0.69,0.3,0.28,0.98,0.32,0.59,0.45,0.79,0.79
ingex.csv,0.27,0.69,0.38,0.33,0.8,0.56,0.55,0.41,0.27,0.51,0.14,0.25,0.81,0.36,0.5,0.93,0.82,0.58
javaprofiler.csv,0.38,0.27,0.62,0.17,0.69,0.55,0.53,0.33,0.18,0.58,0.33,0.26,0.6,0.3,0.52,0.36,0.83,1.0
jbasic.csv,0.56,0.47,0.6,0.35,0.81,0.57,0.64,0.46,0.17,0.94,0.67,0.17,0.63,0.41,0.38,0.26,0.95,0.57
jgnash.csv,0.41,0.38,0.61,0.31,0.69,0.5,0.48,0.54,0.96,0.45,0.43,0.33,0.53,0.29,0.58,0.33,0.86,0.76
jrefactory.csv,0.38,0.34,1.0,0.14,0.61,0.51,0.56,0.4,0.18,0.52,0.26,0.33,0.63,0.39,0.58,0.36,0.81,0.77
jsecurity.csv,0.45,0.35,0.46,0.97,0.76,0.48,0.6,0.42,0.16,0.62,0.35,0.29,0.59,0.4,0.55,0.46,0.82,0.78
libopenmetaverse.csv,0.25,0.31,0.61,0.17,0.61,1.0,0.51,0.38,0.13,0.49,0.28,0.31,0.57,0.27,0.5,0.38,0.75,0.67
mobicents.csv,0.41,0.45,0.56,0.27,0.64,0.61,0.99,0.53,0.19,0.62,0.34,0.33,0.62,0.35,0.45,0.46,0.82,0.72
mp-rechnungs-und-kundenverwaltung.csv,0.4,0.6,0.53,0.27,0.89,0.74,0.69,0.29,0.19,0.64,0.44,0.33,0.72,0.96,0.61,0.43,0.75,0.63
openefm.csv,0.3,0.97,0.51,0.19,0.78,0.69,0.6,0.39,0.19,0.63,0.28,0.29,0.79,0.34,0.58,0.65,0.83,0.82
power-architect.csv,0.25,0.35,0.63,0.21,0.53,0.52,0.56,0.38,0.2,0.58,0.45,0.34,0.62,0.38,0.5,0.29,1.0,0.58
sidekar.csv,0.42,0.36,0.56,0.3,1.0,0.54,0.58,0.57,0.19,0.62,0.41,0.4,0.67,0.36,0.65,0.46,0.8,0.74
wheat.csv,0.38,0.41,0.53,0.2,0.63,0.41,0.57,0.39,0.14,0.65,0.14,0.3,0.53,0.36,1.0,0.48,0.88,0.66
yarp0.csv,0.25,0.31,0.47,0.21,0.69,0.56,0.57,0.29,0.15,0.48,0.32,1.0,0.58,0.34,0.56,0.41,0.8,0.7
