,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.61,0.47,0.74,0.46,0.63,0.69,0.72,0.62,0.82,0.64,0.0,0.93,0.7,0.78,0.77,0.54,0.78,0.77
beast-mcmc.csv,0.02,0.53,0.68,0.68,0.66,0.89,0.55,0.53,0.59,0.79,0.89,0.69,0.6,0.61,0.76,0.67,0.53,0.75
cuberok.csv,0.66,0.5,1.0,0.88,0.52,0.6,0.64,0.1,0.61,1.0,1.0,0.7,0.57,1.0,0.82,0.79,0.6,0.85
exist.csv,0.52,0.55,0.75,0.56,0.63,0.62,0.58,0.75,0.48,0.46,0.77,0.77,0.04,0.75,0.71,0.57,0.71,0.73
ingex.csv,0.81,0.73,0.96,0.58,0.44,0.78,0.65,0.74,0.54,0.69,0.97,0.94,0.49,0.67,0.87,0.11,0.73,0.86
javaprofiler.csv,0.54,0.94,0.69,0.88,0.61,0.69,0.73,0.88,0.63,0.61,0.83,0.87,0.67,0.74,0.86,0.93,0.64,0.01
jbasic.csv,0.53,0.8,0.68,0.7,0.67,0.8,0.6,0.61,0.64,0.09,0.53,0.95,0.74,0.68,0.92,0.87,0.65,0.88
jgnash.csv,0.73,0.83,0.73,0.78,0.84,0.72,0.86,0.52,0.01,0.93,0.77,0.65,0.79,0.77,0.65,0.8,0.89,0.83
jrefactory.csv,0.57,0.7,0.0,0.81,0.73,0.82,0.67,0.72,0.62,0.76,0.77,0.74,0.67,0.59,0.69,0.85,0.67,0.53
jsecurity.csv,0.56,0.68,0.85,0.08,0.63,0.78,0.64,0.76,0.68,0.8,0.73,0.74,0.68,0.59,0.71,0.63,0.64,0.66
libopenmetaverse.csv,0.93,0.94,0.75,0.95,0.96,0.0,0.9,0.95,0.93,0.91,0.86,0.92,0.73,0.92,0.94,0.88,0.92,0.97
mobicents.csv,0.56,0.53,0.72,0.57,0.69,0.56,0.02,0.48,0.6,0.59,0.68,0.7,0.63,0.67,0.86,0.57,0.66,0.67
mp-rechnungs-und-kundenverwaltung.csv,0.7,0.73,0.78,0.7,0.74,0.63,0.62,0.87,0.78,0.69,0.74,0.74,0.75,0.09,0.67,0.62,0.83,0.78
openefm.csv,0.67,0.03,0.8,0.78,0.59,0.76,0.61,0.75,0.6,0.63,1.0,0.76,0.51,0.75,0.69,0.45,0.71,0.66
power-architect.csv,0.74,0.7,0.63,0.76,1.0,0.84,0.64,0.72,0.6,0.78,0.47,0.65,0.64,0.61,0.85,0.84,0.0,0.87
sidekar.csv,0.47,0.71,0.74,0.49,0.03,0.66,0.62,0.5,0.59,0.54,0.52,0.59,0.55,0.76,0.61,0.57,0.72,0.64
wheat.csv,0.57,0.6,0.77,0.75,0.83,0.87,0.67,0.75,0.72,0.74,0.93,0.73,0.78,0.92,0.0,0.6,0.65,0.75
yarp0.csv,0.76,0.76,0.83,0.66,0.61,0.64,0.65,0.85,0.77,0.85,0.68,0.06,0.7,0.67,0.68,0.69,0.69,0.68
