,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.95,0.3,0.4,0.35,0.68,0.42,0.75,0.37,0.72,0.44,0.56,0.96,0.58,0.4,0.62,0.41,0.36,0.42,0.35,0.88
autofac.csv,0.57,0.38,0.86,0.5,0.5,0.44,0.48,0.43,0.83,0.49,0.42,0.46,0.58,0.37,0.54,0.5,0.54,0.64,0.37,0.33
avisynth2.csv,0.88,0.79,0.89,0.86,0.5,0.0,0.75,0.67,0.67,0.67,0.67,0.9,0.91,0.83,0.0,0.67,0.95,0.6,0.5,0.0
azureus.csv,0.39,0.34,0.43,0.32,0.44,0.38,0.46,0.42,0.37,0.45,0.44,0.53,0.34,0.36,0.46,0.42,0.41,0.41,0.35,0.38
coot.csv,0.43,0.94,0.0,0.9,0.54,0.62,0.5,0.66,0.35,0.61,0.49,0.47,0.53,0.67,0.5,0.84,0.83,0.5,0.41,0.41
dsworkbench.csv,0.65,0.52,0.46,0.91,0.95,0.82,0.83,0.79,0.69,0.9,0.83,0.76,0.92,0.62,0.5,0.52,0.65,0.67,0.93,0.89
forester-atv.csv,0.45,0.42,0.41,0.75,0.5,0.84,0.58,0.67,0.42,0.92,0.78,0.39,0.43,0.7,0.67,0.71,0.58,0.8,0.8,0.88
freelords.csv,0.35,0.32,0.37,0.38,0.49,0.49,0.4,0.48,0.31,0.38,0.42,0.38,0.58,0.45,0.56,0.35,0.38,0.65,0.36,0.41
gabel.csv,0.67,0.44,0.46,0.89,0.68,0.64,0.52,0.46,0.64,0.7,0.5,0.69,0.36,0.76,0.54,0.8,0.56,0.0,0.73,0.92
geotools.csv,0.38,0.27,0.37,0.38,0.46,0.4,0.41,0.4,0.33,0.4,0.39,0.38,0.33,0.49,0.44,0.4,0.45,0.43,0.36,0.45
gephex.csv,0.9,0.53,0.41,0.36,0.52,0.46,0.51,0.4,0.59,0.56,0.46,0.86,0.39,0.53,0.47,0.42,0.42,0.44,0.52,0.46
google-collections.csv,0.36,0.36,0.36,0.32,0.44,0.39,0.45,0.4,0.33,0.46,0.37,0.4,0.34,0.4,0.45,0.42,0.41,0.41,0.35,0.45
jpaul.csv,0.7,0.39,0.68,0.91,0.0,0.67,0.44,0.79,0.86,0.84,0.67,0.98,0.92,0.73,0.67,0.69,0.65,0.86,0.0,0.0
mycila.csv,0.43,0.78,0.44,0.36,0.49,0.76,0.56,0.64,0.34,0.55,0.79,0.59,0.46,0.59,0.53,0.57,0.54,0.62,0.45,0.71
neodatis-odb.csv,0.41,0.36,0.63,0.47,0.95,0.67,0.46,0.69,0.53,0.5,0.75,0.52,0.67,0.43,0.6,0.72,0.59,0.86,0.47,0.55
octet.csv,0.8,0.37,0.55,0.52,0.95,0.57,0.55,0.6,0.86,0.54,0.56,0.61,0.63,0.45,0.8,0.4,0.51,0.67,0.51,0.48
pokenetonline.csv,0.57,0.3,0.36,0.41,0.53,0.42,0.5,0.4,0.38,0.4,0.43,0.38,0.43,0.42,0.58,0.4,0.38,0.51,0.38,0.45
scenemonitor.csv,0.79,0.42,0.43,0.61,0.66,0.67,0.56,0.54,0.48,0.59,0.41,0.47,0.42,0.0,0.75,0.52,0.65,0.53,0.5,0.95
servicestack.csv,0.0,0.46,0.8,0.79,0.0,0.92,0.67,0.89,0.5,0.8,0.78,0.95,0.94,0.83,0.67,0.8,0.98,0.59,0.0,0.0
twostep.csv,0.0,0.33,0.41,0.41,0.52,0.41,0.54,0.39,0.43,0.41,0.4,0.39,0.35,0.49,0.46,0.48,0.42,0.43,0.41,0.35
