,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.14,0.36,0.34,0.6,0.43,0.58,0.99,0.4,0.61,0.72,0.33,0.84
bscwweasel.csv,0.0,0.21,0.41,0.95,0.38,0.25,0.13,0.05,0.04,0.08,0.0,0.03
capcode.csv,0.02,0.21,0.14,0.05,0.0,0.92,0.02,0.09,0.22,0.08,0.0,0.06
emite.csv,0.97,0.43,0.59,0.45,0.76,0.42,0.37,0.38,0.26,0.53,0.67,0.97
lamp.csv,0.0,0.93,0.16,0.15,0.19,0.08,0.15,0.04,0.39,0.22,0.33,0.03
mecat.csv,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nodal.csv,0.03,0.57,0.39,0.2,0.57,0.17,0.17,0.09,0.91,0.36,0.33,0.1
pydev.csv,0.18,0.21,0.48,0.35,0.95,0.42,0.16,0.22,0.3,0.97,1.0,0.1
retromenu.csv,0.16,0.36,0.2,0.2,1.0,0.42,0.12,0.09,0.13,0.22,0.67,0.03
smbopensoft.csv,0.98,0.71,0.61,0.6,0.76,0.17,0.17,0.33,0.57,0.53,1.0,0.42
stuproa-cims.csv,1.0,1.0,0.98,0.75,1.0,0.75,0.91,0.96,0.83,0.86,1.0,0.77
thout.csv,0.22,0.36,0.95,0.4,0.43,0.42,0.05,0.38,0.78,0.42,0.33,0.32
