,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.22,0.11,0.28,0.2,0.35,0.23,0.99,0.28,0.42,0.46,0.05,0.58
bscwweasel.csv,0.0,0.29,0.43,0.97,0.44,0.19,0.22,0.1,0.08,0.15,0.0,0.06
capcode.csv,0.04,0.19,0.16,0.08,0.0,0.96,0.04,0.13,0.29,0.12,0.0,0.11
emite.csv,0.66,0.13,0.42,0.28,0.51,0.2,0.48,0.38,0.23,0.44,0.12,0.98
lamp.csv,0.0,0.93,0.21,0.21,0.25,0.09,0.25,0.07,0.5,0.31,0.1,0.06
mecat.csv,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nodal.csv,0.06,0.22,0.39,0.22,0.6,0.12,0.27,0.12,0.93,0.39,0.18,0.17
pydev.csv,0.27,0.18,0.44,0.25,0.5,0.26,0.26,0.24,0.26,0.99,0.18,0.16
retromenu.csv,0.28,0.33,0.29,0.22,1.0,0.33,0.21,0.14,0.21,0.33,0.36,0.06
smbopensoft.csv,0.98,0.28,0.41,0.23,0.52,0.1,0.28,0.27,0.41,0.48,0.14,0.46
stuproa-cims.csv,0.66,0.19,0.41,0.26,0.49,0.24,0.81,0.97,0.37,0.52,0.1,0.55
thout.csv,0.32,0.21,0.97,0.17,0.38,0.18,0.08,0.32,0.46,0.42,0.12,0.37
