,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.96,0.56,0.75,0.59,0.6,0.54,0.46,0.52,0.45,0.45,0.46,0.41
bscwweasel.csv,0.0,0.86,0.88,0.95,0.67,0.6,0.94,0.8,0.67,0.8,0.75,0.0
capcode.csv,0.5,0.94,0.94,0.83,0.0,0.91,0.67,0.96,0.92,0.92,0.0,0.8
emite.csv,0.28,0.4,0.51,0.76,0.43,0.51,0.57,0.69,0.53,0.47,0.45,0.57
lamp.csv,0.0,0.93,0.96,0.89,0.91,0.9,0.95,0.8,0.92,0.94,0.56,0.5
mecat.csv,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
nodal.csv,0.8,0.57,0.58,0.94,0.53,0.57,0.96,0.96,0.73,0.57,0.88,0.8
pydev.csv,0.97,0.9,0.59,0.78,0.36,0.48,0.92,0.78,0.58,0.6,0.5,0.86
retromenu.csv,0.94,0.94,0.94,0.94,0.52,0.67,0.94,0.93,0.8,0.92,0.88,0.0
smbopensoft.csv,0.43,0.51,0.53,0.5,0.4,0.66,0.86,0.56,0.41,0.52,0.44,0.6
stuproa-cims.csv,0.27,0.42,0.48,0.54,0.34,0.37,0.39,0.78,0.35,0.37,0.33,0.36
thout.csv,0.97,0.88,0.77,0.76,0.58,0.55,0.91,0.73,0.42,0.63,0.71,0.87
