,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.0,4.0,21.0,34.0,5.0,0.0,0.0,2.0,1.0,2.0,25.0,2.0
bscwweasel.csv,199.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,62.0,0.0
capcode.csv,0.0,15.0,13.0,3.0,65.0,0.0,0.0,4.0,3.0,0.0,62.0,0.0
emite.csv,2.0,32.0,10.0,12.0,5.0,12.0,3.0,2.0,5.0,7.0,6.0,0.0
lamp.csv,199.0,0.0,12.0,5.0,7.0,4.0,0.0,3.0,1.0,0.0,15.0,1.0
mecat.csv,0.0,0.0,190.0,161.0,65.0,82.0,147.0,204.0,85.0,104.0,0.0,70.0
nodal.csv,0.0,17.0,6.0,1.0,3.0,7.0,0.0,6.0,0.0,9.0,5.0,0.0
pydev.csv,1.0,5.0,0.0,13.0,10.0,5.0,0.0,6.0,2.0,0.0,10.0,3.0
retromenu.csv,1.0,1.0,2.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0
smbopensoft.csv,0.0,10.0,9.0,15.0,3.0,10.0,0.0,0.0,2.0,1.0,15.0,3.0
stuproa-cims.csv,1.0,13.0,0.0,25.0,12.0,10.0,2.0,0.0,1.0,1.0,21.0,5.0
thout.csv,1.0,5.0,0.0,39.0,5.0,0.0,2.0,9.0,0.0,0.0,13.0,3.0
