,recall,precision,pf,pci_20,ifa,wins
adonthell.csv,0.56,0.48,0.37,0.47,2.0,9
avisynth2.csv,0.03,0.05,0.05,0.8,21.0,0
bigdata.csv,0.3,0.5,0.2,0.7,1.0,14
dsworkbench.csv,0.08,0.32,0.1,0.86,2.0,12
foursquared.csv,0.15,0.61,0.07,0.8,1.0,15
geotools.csv,0.68,0.47,0.62,0.43,1.0,5
gephex.csv,0.81,0.4,0.63,0.43,2.0,4
jgossipforum.csv,0.18,0.45,0.16,0.75,2.0,13
madman.csv,0.32,0.36,0.35,0.66,1.0,10
pokenetonline.csv,0.96,0.44,0.9,0.4,3.0,1
qmmp.csv,0.75,0.4,0.61,0.44,4.0,2
rcp-company-uibindings.csv,0.61,0.49,0.37,0.43,1.0,11
simplewebservices.csv,0.78,0.5,0.57,0.45,2.0,8
t-2.csv,0.56,0.34,0.42,0.58,1.0,7
wsmt.csv,0.12,0.2,0.16,0.76,7.0,3
yarp0.csv,0.53,0.44,0.51,0.52,1.0,6
