,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.37,0.78,0.47,0.5,0.92,0.4,0.4,0.96,0.43,0.35,0.57,0.44,0.54,0.97,0.37,0.51,0.27
avisynth2.csv,0.9,0.0,0.75,0.92,0.0,0.98,0.86,0.5,0.0,0.96,0.5,0.8,0.83,0.0,0.67,0.93,0.83
bigdata.csv,0.91,0.88,0.55,0.88,0.5,0.81,0.61,0.8,0.43,0.7,0.34,0.47,0.73,0.94,0.55,0.81,0.28
dsworkbench.csv,0.48,0.86,0.67,0.83,0.5,0.97,0.73,0.96,0.94,0.97,0.92,0.65,0.5,0.94,0.5,0.97,0.88
foursquared.csv,0.74,0.86,0.8,0.93,0.5,0.99,0.71,0.91,0.75,0.85,0.67,0.97,0.67,0.93,0.94,0.75,0.75
geotools.csv,0.43,0.48,0.4,0.38,0.37,0.41,0.49,0.74,0.4,0.49,0.37,0.49,0.38,0.58,0.97,0.49,0.27
gephex.csv,0.36,0.56,0.49,0.33,0.45,0.45,0.62,0.5,0.42,0.39,0.51,0.51,0.43,0.41,0.36,0.4,0.28
jgossipforum.csv,0.5,0.65,0.43,0.93,0.94,0.97,0.75,0.95,0.47,0.97,0.66,0.9,0.39,0.49,0.95,0.97,0.54
madman.csv,0.5,0.59,0.73,0.63,0.4,0.69,0.5,0.76,0.55,0.79,0.69,0.93,0.44,0.77,0.66,0.55,0.75
pokenetonline.csv,0.36,0.48,0.41,0.4,0.35,0.45,0.41,0.47,0.39,0.41,0.4,0.4,0.45,0.42,0.37,0.39,0.28
qmmp.csv,0.41,0.54,0.4,0.52,0.34,0.46,0.58,0.96,0.38,0.42,0.46,0.42,0.44,0.57,0.5,0.42,0.41
rcp-company-uibindings.csv,0.37,0.44,0.48,0.64,0.36,0.51,0.4,0.67,0.35,0.42,0.39,0.45,0.41,0.43,0.95,0.42,0.6
simplewebservices.csv,0.45,0.54,0.45,0.38,0.62,0.43,0.41,0.51,0.5,0.45,0.52,0.43,0.62,0.43,0.45,0.48,0.28
t-2.csv,0.57,0.46,0.52,0.61,0.34,0.81,0.58,0.67,0.44,0.81,0.39,0.81,0.52,0.6,0.9,0.52,0.92
wsmt.csv,0.72,0.75,0.8,0.67,0.76,0.8,0.86,0.0,0.0,0.98,0.89,0.83,0.69,0.8,0.96,0.61,0.45
yarp0.csv,0.45,0.64,0.57,0.69,0.53,0.55,0.72,0.41,0.5,0.51,0.47,0.62,0.37,0.43,0.52,0.51,0.69
