,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,2.0,1.0,6.0,0.0,4.0,73.0,35.0,224.0,18.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,90.0
avisynth2.csv,0.0,107.0,1.0,3.0,69.0,21.0,0.0,224.0,56.0,4.0,111.0,0.0,0.0,124.0,240.0,0.0,103.0
bigdata.csv,0.0,0.0,14.0,3.0,1.0,72.0,24.0,1.0,18.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,87.0
dsworkbench.csv,2.0,0.0,53.0,0.0,0.0,13.0,64.0,7.0,56.0,2.0,0.0,0.0,64.0,2.0,240.0,0.0,103.0
foursquared.csv,1.0,0.0,3.0,0.0,0.0,43.0,3.0,10.0,2.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,103.0
geotools.csv,1.0,0.0,7.0,0.0,5.0,12.0,17.0,12.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,89.0
gephex.csv,3.0,1.0,1.0,0.0,13.0,16.0,64.0,143.0,23.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,77.0
jgossipforum.csv,1.0,2.0,1.0,2.0,3.0,9.0,64.0,3.0,4.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,103.0
madman.csv,0.0,0.0,4.0,0.0,1.0,88.0,64.0,103.0,4.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,103.0
pokenetonline.csv,3.0,1.0,3.0,0.0,0.0,83.0,35.0,91.0,24.0,24.0,0.0,0.0,0.0,7.0,0.0,0.0,90.0
qmmp.csv,0.0,0.0,7.0,1.0,7.0,88.0,19.0,24.0,8.0,32.0,0.0,0.0,1.0,0.0,4.0,0.0,103.0
rcp-company-uibindings.csv,0.0,1.0,1.0,0.0,1.0,44.0,10.0,25.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,31.0
simplewebservices.csv,3.0,0.0,3.0,0.0,2.0,45.0,35.0,83.0,19.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,92.0
t-2.csv,1.0,0.0,1.0,0.0,1.0,5.0,22.0,224.0,25.0,17.0,0.0,0.0,0.0,3.0,1.0,0.0,25.0
wsmt.csv,1.0,3.0,9.0,84.0,7.0,50.0,5.0,224.0,56.0,20.0,0.0,0.0,0.0,1.0,240.0,0.0,103.0
yarp0.csv,1.0,1.0,1.0,0.0,1.0,6.0,64.0,148.0,15.0,12.0,1.0,0.0,1.0,0.0,3.0,0.0,103.0
