,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.94,0.21,0.55,0.2,0.17,0.55,1.0,0.11,0.76,0.58,0.32,0.35,0.37,0.21,0.48,0.1,0.98
avisynth2.csv,0.06,0.02,0.05,0.12,0.02,0.07,0.06,0.01,0.0,0.08,0.05,0.24,0.17,0.0,0.02,0.0,0.06
bigdata.csv,0.19,0.02,0.55,0.12,0.02,0.2,0.56,0.02,0.78,0.21,0.98,0.43,0.2,0.08,0.5,0.0,0.94
dsworkbench.csv,0.31,0.02,0.08,0.04,0.0,0.04,0.35,0.1,0.35,0.12,0.0,0.51,0.07,0.15,0.01,0.1,0.23
foursquared.csv,0.19,0.1,0.08,0.04,0.17,0.11,0.19,0.05,0.06,0.24,0.0,0.03,0.07,0.05,0.05,0.1,0.04
geotools.csv,0.62,0.77,0.79,0.68,0.63,0.39,0.58,0.18,0.71,0.29,0.83,0.46,0.6,0.23,0.11,0.7,0.97
gephex.csv,1.0,0.77,0.61,1.0,0.5,0.51,0.42,0.73,0.92,0.63,0.37,0.43,0.6,0.97,0.92,0.5,0.85
jgossipforum.csv,0.06,0.19,0.29,0.16,0.24,0.11,0.06,0.06,0.22,0.07,0.37,0.08,0.6,0.16,0.1,0.2,0.38
madman.csv,0.0,0.35,0.21,0.64,0.72,0.66,0.03,0.49,0.27,0.5,0.27,0.03,0.67,0.06,0.55,0.9,0.04
pokenetonline.csv,1.0,0.9,0.92,0.28,0.63,0.94,0.98,0.64,0.98,0.85,0.76,0.97,0.63,0.92,0.79,0.5,0.98
qmmp.csv,0.62,0.56,0.74,0.4,0.8,0.94,0.56,0.11,0.55,0.84,0.61,0.89,0.7,0.19,0.52,0.7,0.61
rcp-company-uibindings.csv,0.69,0.48,0.37,0.12,0.37,0.3,0.45,0.19,0.53,0.43,0.56,0.62,0.57,0.27,0.07,0.0,0.33
simplewebservices.csv,0.94,0.73,0.87,0.76,0.28,0.43,0.98,0.57,0.53,0.55,0.56,0.86,0.27,0.82,0.32,0.2,1.0
t-2.csv,0.56,0.94,0.53,0.36,0.93,0.17,0.37,0.01,0.9,0.34,0.88,0.38,0.57,0.42,0.04,0.8,0.24
wsmt.csv,0.38,0.06,0.34,0.12,0.41,0.35,0.1,0.0,0.02,0.2,0.1,0.38,0.1,0.03,0.16,0.5,0.6
yarp0.csv,0.62,0.54,0.26,0.48,0.65,0.34,0.29,0.95,0.59,0.5,0.51,0.49,0.97,0.79,0.52,0.5,0.25
