,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,1.0,0.35,0.31,0.08,0.3,0.24,0.07,0.15,0.06
ingex.csv,0.23,0.4,0.46,0.24,0.41,0.44,0.79,0.31,0.53
megasquirtavr.csv,1.0,0.75,1.0,1.0,0.97,1.0,1.0,1.0,1.0
owlapi.csv,0.32,0.6,0.46,0.23,0.35,0.92,0.31,0.31,0.35
piccolo2d.csv,0.0,0.0,1.0,0.0,0.16,0.16,0.07,0.04,0.06
servicestack.csv,0.0,0.75,0.15,0.01,0.38,0.48,0.07,0.27,0.94
tolven.csv,0.29,0.5,0.38,0.03,0.97,0.44,0.55,0.73,0.29
twostep.csv,0.61,0.6,0.69,0.15,0.84,0.88,0.72,0.96,0.41
wxlua.csv,0.68,0.85,0.92,0.99,0.7,0.52,0.59,0.69,0.88
