,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.07,0.09,0.87,0.14,0.28,0.08
flylinkdc.csv,0.23,0.32,0.44,0.31,0.59,0.75
ltp.csv,0.32,0.62,0.47,0.66,0.59,0.59
pfaedit.csv,0.25,0.49,0.04,0.26,0.26,0.29
powerfolder-.csv,0.15,0.22,0.12,0.06,0.34,0.34
qtwin.csv,0.03,0.32,0.0,0.0,0.03,0.09
