,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.91,0.66,0.41,0.44,0.0,0.0
columba.csv,0.38,0.43,0.34,0.41,0.43,0.48
emftriple.csv,0.95,0.97,0.83,0.87,0.85,0.98
fluent-nhibernate.csv,0.4,0.49,0.42,0.61,0.61,0.77
gpsmid.csv,0.35,0.55,0.35,0.56,0.43,0.49
xamj.csv,0.33,0.36,0.32,0.74,0.5,0.4
