,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.94,0.65,0.67,0.51,0.74,0.72,0.09,0.42,0.38,0.54,0.0,0.53
crisscross.csv,0.0,0.0,0.76,0.69,0.39,0.32,0.27,0.21,0.58,0.0,0.64,0.09
gabel.csv,0.51,0.58,0.62,0.51,0.11,0.41,0.28,0.2,0.76,0.07,0.34,0.44
jguard.csv,0.0,0.0,0.45,0.5,0.0,0.43,0.52,0.64,0.56,0.43,0.57,0.47
jitterbit.csv,0.61,0.0,0.52,0.46,0.37,0.71,0.45,0.46,0.33,0.14,0.3,0.5
mycila.csv,0.0,0.19,0.27,0.48,0.54,0.27,0.64,0.44,0.55,0.35,0.8,0.51
nova.csv,0.0,0.82,0.62,0.51,0.47,0.55,0.55,0.5,0.37,0.22,0.55,0.67
ontomorphtab.csv,0.79,0.49,0.58,0.69,0.55,0.52,0.52,0.53,0.74,0.38,0.6,0.61
tmva.csv,0.44,0.67,0.0,0.35,0.0,0.4,0.46,0.55,0.37,0.22,0.09,0.75
vienna-add-in.csv,0.0,0.57,0.54,0.59,0.51,0.54,0.72,0.43,0.0,0.57,0.51,0.54
vrjuggler.csv,0.51,0.1,0.46,0.49,0.51,0.39,0.59,0.34,0.0,0.72,0.24,0.23
wpdev.csv,1.0,0.58,0.53,0.45,0.46,0.21,0.09,0.0,0.0,0.46,0.0,0.0
