,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.99,0.71,0.45,0.53,0.51,0.58,0.72,0.7,0.01,0.75,0.56,0.62,0.68,0.68
cubefs.csv,0.22,0.71,0.69,0.6,0.51,0.64,0.81,0.06,0.87,0.61,0.59,0.65,0.7,1.01
gisgraphy.csv,0.93,0.72,0.65,0.99,1.02,0.6,0.83,0.84,0.64,0.85,0.79,0.94,0.97,0.0
iaml.csv,0.7,0.62,0.7,0.64,0.73,0.55,0.01,0.78,0.73,0.8,0.56,0.66,0.55,0.59
ivatamasks.csv,0.4,0.58,0.75,0.02,0.57,0.64,0.8,0.71,0.72,0.79,0.65,0.64,0.68,0.77
kolmafia.csv,0.26,0.55,0.49,0.51,0.65,0.61,0.82,0.58,0.88,0.5,0.0,0.63,0.57,0.66
ogrehg.csv,0.99,0.7,0.71,0.78,0.85,0.01,0.81,0.9,0.74,0.56,0.82,0.67,0.72,0.84
olex2.csv,0.94,0.77,0.76,0.66,0.74,0.72,0.77,0.74,0.86,0.66,0.78,0.05,0.68,0.61
openwbem.csv,0.65,0.07,0.76,0.83,0.94,0.72,0.78,0.91,0.74,0.68,0.83,0.63,0.76,0.93
oppna-program-hsatools.csv,0.87,0.91,0.81,1.0,0.0,0.89,0.87,0.69,0.6,0.93,0.97,0.76,1.0,1.04
orc.csv,0.96,0.94,0.12,0.95,0.85,0.89,0.73,0.77,0.98,0.73,0.87,0.97,0.89,0.62
ta3d.csv,0.75,0.73,0.94,0.87,0.58,0.69,0.68,0.68,0.86,0.85,0.68,0.92,0.09,0.86
umber.csv,0.02,0.75,0.54,0.52,0.61,0.82,0.89,0.73,0.76,0.7,0.43,0.85,0.73,0.79
xcmetadataservicestoolkit.csv,0.63,0.63,0.94,0.88,0.64,0.7,0.65,0.64,0.82,0.07,0.9,0.81,0.56,0.91
