,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,58.0,1.0,0.0,4.0
google-caja.csv,87.0,0.0,0.0,1.0
itext.csv,40.0,0.0,0.0,0.0
plee-the-bear.csv,0.0,1.0,0.0,8.0
