,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,5.0,1.0,11.0,20.0,115.0,1.0,2.0,3.0,9.0,12.0,2.0,21.0,1.0,182.0,1.0,0.0,5.0,0.0,0.0
co-ode-owl-plugins.csv,4.0,9.0,3.0,12.0,66.0,1.0,6.0,4.0,0.0,1.0,1.0,18.0,1.0,316.0,0.0,2.0,8.0,1.0,0.0
exl.csv,5.0,1.0,1.0,24.0,55.0,2.0,2.0,5.0,5.0,11.0,7.0,21.0,4.0,74.0,0.0,0.0,1.0,0.0,0.0
firebreath.csv,0.0,1.0,1.0,9.0,20.0,0.0,2.0,2.0,2.0,0.0,0.0,15.0,4.0,41.0,1.0,0.0,12.0,1.0,0.0
irplus.csv,0.0,1.0,65.0,9.0,6.0,1.0,1.0,3.0,8.0,0.0,8.0,3.0,7.0,8.0,0.0,1.0,3.0,0.0,0.0
jasperreports.csv,2.0,0.0,13.0,20.0,84.0,2.0,0.0,3.0,9.0,11.0,2.0,2.0,10.0,21.0,0.0,0.0,0.0,0.0,2.0
javaprofiler.csv,2.0,6.0,3.0,8.0,39.0,0.0,0.0,1.0,5.0,2.0,3.0,45.0,1.0,58.0,1.0,10.0,6.0,0.0,0.0
konversation.csv,0.0,1.0,3.0,1.0,12.0,0.0,0.0,3.0,7.0,0.0,7.0,12.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0
lazarus-ccr.csv,0.0,6.0,4.0,22.0,114.0,2.0,8.0,3.0,7.0,2.0,3.0,3.0,4.0,287.0,1.0,0.0,5.0,0.0,0.0
linuxsh.csv,5.0,0.0,0.0,10.0,7.0,0.0,0.0,2.0,72.0,4.0,1.0,20.0,10.0,502.0,0.0,3.0,0.0,1.0,0.0
migen.csv,2.0,1.0,3.0,14.0,15.0,0.0,0.0,3.0,2.0,3.0,2.0,30.0,5.0,14.0,0.0,6.0,6.0,0.0,0.0
moviesandbox.csv,5.0,1.0,4.0,2.0,55.0,0.0,5.0,3.0,8.0,8.0,2.0,43.0,1.0,44.0,0.0,13.0,19.0,0.0,0.0
mvnforum.csv,51.0,4.0,4.0,101.0,14.0,2.0,2.0,4.0,0.0,0.0,3.0,1.0,1.0,176.0,0.0,4.0,85.0,0.0,0.0
nebuladevice.csv,3.0,1.0,65.0,32.0,75.0,1.0,2.0,9.0,6.0,9.0,2.0,22.0,3.0,131.0,0.0,0.0,0.0,0.0,2.0
ontomorphtab.csv,0.0,0.0,4.0,15.0,23.0,0.0,1.0,3.0,3.0,20.0,2.0,7.0,1.0,3.0,1.0,9.0,1.0,0.0,0.0
opengs.csv,0.0,1.0,0.0,12.0,8.0,0.0,2.0,1.0,0.0,0.0,3.0,16.0,1.0,176.0,1.0,1.0,1.0,2.0,0.0
scite-ru.csv,5.0,2.0,5.0,26.0,42.0,0.0,9.0,1.0,0.0,7.0,0.0,20.0,1.0,182.0,1.0,0.0,7.0,0.0,0.0
tokratan.csv,1.0,3.0,2.0,19.0,12.0,0.0,0.0,5.0,2.0,15.0,1.0,1.0,0.0,80.0,0.0,5.0,1.0,0.0,0.0
xuggle.csv,1.0,2.0,1.0,12.0,12.0,0.0,1.0,1.0,0.0,0.0,3.0,12.0,1.0,390.0,0.0,1.0,5.0,3.0,0.0
