,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.49,0.6,0.13,0.12,0.1,0.5,0.45,0.38,0.29,0.07,0.33,0.12,0.29,0.05,0.91,0.37,0.17,0.68,0.75
co-ode-owl-plugins.csv,0.53,0.59,0.3,0.33,0.12,0.65,0.44,0.49,0.71,0.57,0.46,0.1,0.35,0.04,0.75,0.4,0.11,0.88,0.78
exl.csv,0.46,0.55,0.11,0.17,0.19,0.59,0.45,0.27,0.32,0.11,0.49,0.11,0.14,0.06,0.92,0.38,0.28,0.72,0.97
firebreath.csv,0.67,0.86,0.24,0.2,0.23,0.7,0.54,0.6,0.6,0.22,0.48,0.15,0.33,0.16,0.59,0.43,0.14,0.64,0.9
irplus.csv,0.47,0.85,0.0,0.21,0.33,0.64,0.52,0.41,0.36,0.11,0.48,0.27,0.29,0.12,0.61,0.42,0.26,0.88,0.95
jasperreports.csv,0.41,0.7,0.11,0.13,0.1,0.49,0.52,0.39,0.28,0.07,0.18,0.18,0.14,0.28,1.0,0.33,0.21,1.0,0.85
javaprofiler.csv,0.63,0.68,0.23,0.17,0.18,0.61,0.52,0.46,0.43,0.36,0.56,0.12,0.32,0.08,0.68,0.48,0.16,0.87,0.8
konversation.csv,0.67,0.81,0.27,0.34,0.26,0.8,0.62,0.57,0.33,0.13,0.31,0.14,0.43,0.14,0.89,0.48,0.15,0.6,0.94
lazarus-ccr.csv,0.8,0.59,0.17,0.04,0.1,0.52,0.46,0.35,0.3,0.32,0.31,0.13,0.36,0.03,0.79,0.33,0.17,0.57,0.72
linuxsh.csv,0.38,0.68,0.39,0.33,0.24,0.64,0.5,0.41,0.0,0.55,0.47,0.1,0.08,0.0,0.73,0.43,0.25,0.88,0.9
migen.csv,0.46,0.9,0.22,0.29,0.3,0.69,0.67,0.55,0.33,0.31,0.61,0.16,0.21,0.18,0.86,0.5,0.29,0.88,0.87
moviesandbox.csv,0.47,0.64,0.3,0.21,0.17,0.7,0.54,0.42,0.2,0.29,0.54,0.12,0.29,0.09,0.63,0.32,0.1,0.69,0.82
mvnforum.csv,0.0,0.5,0.17,0.0,0.18,0.59,0.53,0.48,1.0,1.0,0.54,0.13,0.45,0.01,0.65,0.29,0.0,0.62,0.67
nebuladevice.csv,0.42,0.45,0.0,0.1,0.1,0.56,0.38,0.34,0.29,0.24,0.3,0.1,0.27,0.04,0.79,0.2,0.35,0.67,0.81
ontomorphtab.csv,0.48,0.84,0.21,0.19,0.22,0.65,0.52,0.46,0.34,0.08,0.49,0.21,0.25,0.14,0.73,0.37,0.18,0.77,0.88
opengs.csv,0.8,0.88,0.35,0.32,0.3,0.65,0.45,0.44,1.0,0.8,0.6,0.14,0.33,0.04,0.84,0.37,0.15,0.73,0.9
scite-ru.csv,0.48,0.68,0.11,0.18,0.17,0.61,0.47,0.42,0.39,0.2,0.54,0.15,0.28,0.05,0.81,0.41,0.14,0.67,0.78
tokratan.csv,0.5,0.78,0.19,0.23,0.2,0.71,0.58,0.47,0.22,0.06,0.78,0.21,0.35,0.08,0.94,0.55,0.19,0.69,0.95
xuggle.csv,0.58,0.77,0.18,0.32,0.3,0.63,0.56,0.42,0.6,0.15,0.61,0.17,0.33,0.05,0.75,0.41,0.16,0.69,0.88
