,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.48,0.52,0.97,0.21,0.61
dynalloy.csv,1.0,0.38,0.26,0.24,0.56
findbugs.csv,0.41,0.19,0.3,0.32,0.98
runuomondains.csv,0.07,0.41,0.0,0.93,0.0
xbplayer.csv,0.19,0.95,0.38,0.45,0.34
