,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.62,0.53,0.06,0.77,0.49
dynalloy.csv,0.0,0.79,0.71,0.64,0.52
findbugs.csv,0.68,0.89,0.71,0.46,0.04
runuomondains.csv,0.96,0.71,1.0,0.12,1.0
xbplayer.csv,0.88,0.07,0.64,0.4,0.75
