,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.4,0.5,0.94,0.25,0.71
dynalloy.csv,1.0,0.57,0.44,0.75,0.54
findbugs.csv,0.44,0.19,0.31,0.75,0.96
runuomondains.csv,0.04,0.57,0.0,0.88,0.0
xbplayer.csv,0.13,0.93,0.38,0.62,0.29
