,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.92,0.77,0.27,0.89,0.57,0.88,0.12,0.21,0.0,0.29,0.15,0.86,1.0,0.67,0.62,0.55
amygdala.csv,0.79,0.44,0.2,0.2,0.33,0.83,0.4,0.11,0.0,0.19,0.04,1.0,0.33,0.6,0.62,0.56
awemud.csv,0.99,0.66,0.21,0.13,0.89,0.78,0.4,0.25,0.01,0.0,0.15,0.48,0.33,0.74,0.64,0.71
bullet.csv,0.7,0.69,0.22,0.73,0.86,1.0,0.36,0.29,0.0,0.33,0.17,0.62,0.31,0.65,0.59,0.88
customwars.csv,0.9,0.57,0.04,0.34,0.73,1.0,0.11,0.24,0.0,1.0,1.0,0.2,0.45,0.9,0.54,0.64
dvd-create.csv,0.72,0.77,0.28,0.23,1.0,0.81,0.37,0.19,0.0,0.23,0.16,0.6,0.21,0.65,0.69,0.63
gbif-indexingtoolkit.csv,0.67,0.56,0.4,0.11,0.71,0.82,0.25,1.0,0.0,1.0,0.33,0.5,0.14,0.86,0.75,0.4
go.csv,0.78,1.0,0.26,0.19,0.9,0.85,0.4,0.13,0.0,0.33,0.18,0.62,0.42,0.71,0.65,0.67
gss.csv,0.72,0.65,0.2,0.62,0.84,0.8,0.41,0.2,0.0,0.21,0.17,0.63,0.34,0.63,0.61,0.97
kwave.csv,0.85,0.77,1.0,0.15,0.92,0.82,0.45,0.29,0.0,0.0,0.2,0.44,0.44,0.69,0.64,0.86
lsb.csv,0.78,0.67,0.31,1.0,0.95,0.77,0.52,0.23,0.01,0.0,0.15,0.59,0.54,0.63,0.58,0.82
mpgravity.csv,0.77,0.68,0.13,0.23,0.67,0.74,0.32,0.2,0.0,0.92,0.14,0.53,0.33,0.54,0.61,0.43
qcad2.csv,0.83,0.62,0.29,0.2,0.78,0.89,0.98,0.16,0.0,0.17,0.21,0.46,0.3,0.63,0.63,0.72
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
roller.csv,0.8,0.62,0.5,0.3,0.75,0.78,0.35,0.15,0.0,0.33,0.21,0.53,0.34,1.0,0.63,0.62
xinity.csv,0.64,0.62,0.16,0.22,0.84,0.8,0.43,0.25,0.0,0.38,0.17,0.55,0.44,0.6,1.0,0.6
