,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.17,0.29,0.23,0.22,0.06,0.25,0.02,0.59,0.2,0.37,0.39,0.19,0.97,0.44,0.46,0.4
amygdala.csv,0.58,0.06,0.51,0.47,0.01,0.32,0.51,0.3,0.2,0.47,0.07,1.0,0.27,0.48,0.56,0.48
awemud.csv,0.99,0.56,0.46,0.23,0.72,0.56,0.66,0.57,0.85,0.0,0.55,0.49,0.51,0.58,0.6,0.44
bullet.csv,0.52,0.65,0.48,0.28,0.7,1.0,0.6,0.4,0.52,0.66,0.56,0.7,0.61,0.5,0.52,0.52
customwars.csv,0.15,0.45,0.07,0.33,0.29,0.18,0.05,0.48,0.0,0.2,1.0,0.04,0.63,0.28,0.39,0.34
dvd-create.csv,0.5,0.77,0.63,0.48,1.0,0.61,0.57,0.58,0.32,0.55,0.57,0.69,0.38,0.64,0.68,0.43
gbif-indexingtoolkit.csv,0.1,0.16,0.29,0.05,0.09,0.16,0.1,1.0,0.37,0.2,0.51,0.06,0.05,0.19,0.09,0.16
go.csv,0.67,1.0,0.56,0.4,0.65,0.66,0.68,0.38,0.18,0.7,0.64,0.71,0.7,0.7,0.59,0.44
gss.csv,0.34,0.47,0.49,0.75,0.64,0.63,0.68,0.59,0.71,0.34,0.57,0.62,0.6,0.58,0.44,0.97
kwave.csv,0.26,0.64,1.0,0.19,0.5,0.16,0.31,0.49,0.2,0.0,0.5,0.21,0.43,0.36,0.26,0.24
lsb.csv,0.65,0.52,0.66,0.98,0.54,0.57,0.33,0.65,0.83,0.0,0.54,0.52,0.67,0.59,0.42,0.63
mpgravity.csv,0.58,0.56,0.36,0.52,0.27,0.51,0.48,0.59,0.2,0.93,0.51,0.52,0.62,0.32,0.54,0.33
qcad2.csv,0.58,0.49,0.6,0.0,0.48,0.41,0.95,0.45,0.6,0.36,0.59,0.45,0.57,0.59,0.59,0.68
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04
roller.csv,0.4,0.51,0.36,0.63,0.33,0.35,0.48,0.45,0.34,0.37,0.59,0.3,0.65,0.98,0.53,0.37
xinity.csv,0.38,0.53,0.39,0.11,0.64,0.45,0.42,0.48,0.0,0.29,0.61,0.36,0.6,0.4,0.96,0.55
