,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.24,0.38,0.22,0.3,0.1,0.34,0.04,0.31,0.01,0.31,0.21,0.27,0.98,0.5,0.51,0.44
amygdala.csv,0.67,0.09,0.3,0.3,0.03,0.42,0.43,0.15,0.0,0.29,0.05,1.0,0.27,0.53,0.66,0.53
awemud.csv,0.99,0.74,0.29,0.2,0.82,0.67,0.53,0.34,0.01,0.0,0.24,0.5,0.4,0.64,0.68,0.51
bullet.csv,0.68,0.76,0.35,0.37,0.84,1.0,0.51,0.32,0.0,0.44,0.26,0.7,0.44,0.55,0.59,0.61
customwars.csv,0.2,0.51,0.05,0.31,0.38,0.26,0.06,0.31,0.0,0.29,1.0,0.05,0.52,0.38,0.43,0.41
dvd-create.csv,0.76,0.81,0.39,0.36,1.0,0.72,0.53,0.3,0.0,0.35,0.27,0.73,0.27,0.71,0.74,0.49
gbif-indexingtoolkit.csv,0.14,0.21,0.31,0.06,0.12,0.23,0.12,1.0,0.01,0.29,0.39,0.1,0.06,0.27,0.13,0.2
go.csv,0.79,1.0,0.36,0.26,0.75,0.75,0.55,0.2,0.0,0.46,0.3,0.7,0.53,0.73,0.64,0.5
gss.csv,0.79,0.76,0.31,0.67,0.84,0.85,0.55,0.3,0.01,0.34,0.28,0.63,0.5,0.62,0.7,0.97
kwave.csv,0.35,0.69,1.0,0.15,0.6,0.23,0.34,0.36,0.0,0.0,0.28,0.26,0.41,0.44,0.33,0.32
lsb.csv,0.75,0.58,0.43,0.99,0.64,0.72,0.37,0.35,0.02,0.0,0.24,0.54,0.59,0.64,0.66,0.69
mpgravity.csv,0.68,0.62,0.19,0.33,0.52,0.68,0.45,0.32,0.0,0.92,0.24,0.53,0.46,0.62,0.61,0.38
qcad2.csv,0.67,0.69,0.39,0.31,0.73,0.51,0.96,0.23,0.01,0.22,0.31,0.45,0.42,0.64,0.69,0.71
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06
roller.csv,0.5,0.58,0.38,0.41,0.7,0.45,0.4,0.23,0.0,0.33,0.31,0.35,0.47,0.99,0.58,0.43
xinity.csv,0.46,0.65,0.23,0.13,0.84,0.55,0.4,0.32,0.0,0.3,0.28,0.4,0.5,0.45,0.98,0.6
