,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.93,0.51,0.41,0.35,0.39,0.85,0.61,0.42,0.61,0.58,0.58,0.58,0.78,0.38,0.5,0.5,0.57
cubefs.csv,0.5,0.63,0.66,0.43,0.38,0.54,0.8,0.51,0.46,0.76,0.5,0.39,0.45,0.59,0.34,0.56,0.4
gwanted.csv,0.47,0.43,0.43,0.51,0.8,0.95,0.39,0.62,0.93,0.66,0.44,0.82,0.75,0.0,0.52,0.0,0.46
iaml.csv,0.81,0.99,0.69,0.96,0.89,0.62,0.86,0.7,0.59,0.77,0.91,0.83,0.64,0.63,0.92,0.92,0.8
java-gnome.csv,0.4,0.93,0.86,0.96,0.56,0.43,0.75,0.64,0.64,0.45,0.83,0.46,0.67,0.56,0.73,0.43,0.82
mecat.csv,0.82,0.92,0.46,0.95,0.53,0.67,0.0,0.97,0.67,0.95,0.0,0.67,0.69,0.0,0.9,0.0,0.5
mvdsv.csv,0.82,0.92,0.67,0.92,0.89,0.5,0.59,0.94,0.94,0.96,0.88,0.78,0.75,0.0,0.75,0.5,0.8
openwbem.csv,0.4,0.49,0.42,0.47,0.46,0.46,0.46,0.47,0.9,0.62,0.41,0.71,0.46,0.39,0.4,0.5,0.42
orc.csv,0.83,0.57,0.42,0.59,0.9,0.9,0.37,0.62,0.7,0.68,0.44,0.83,0.77,0.0,0.44,0.83,0.64
plato.csv,0.35,0.49,0.39,0.31,0.38,0.48,0.49,0.42,0.47,0.6,0.89,0.87,0.35,0.4,0.41,0.39,0.41
rodin-b-sharp.csv,0.82,0.94,0.68,0.95,0.42,0.94,0.52,0.69,0.52,0.6,0.95,0.39,0.53,0.0,0.41,0.56,0.68
ta3d.csv,0.77,0.97,0.92,0.83,0.0,0.71,0.64,0.98,0.64,0.87,0.88,0.48,0.0,0.0,0.47,0.76,0.45
tycho.csv,0.64,0.57,0.42,0.7,0.73,0.56,0.67,0.54,0.81,0.67,0.48,0.69,0.5,0.56,0.52,0.61,0.48
umber.csv,0.5,0.46,0.39,0.29,0.37,0.47,0.42,0.4,0.42,0.45,0.42,0.38,0.36,0.52,0.33,0.36,0.39
vienna-add-in.csv,0.5,0.66,0.57,0.4,0.9,0.6,0.7,0.83,0.92,0.66,0.82,0.91,0.55,0.53,0.57,0.79,0.5
wpdev.csv,0.34,0.49,0.39,0.29,0.38,0.42,0.42,0.38,0.43,0.42,0.41,0.38,0.4,0.4,0.34,0.39,0.43
