,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.29,0.37,0.99,0.1,0.09,0.68,0.94,0.34,0.58,0.16,0.64,0.82,0.0,0.52,0.1,0.87,0.61
cubefs.csv,0.71,0.43,1.0,0.07,0.09,0.78,0.8,0.45,0.56,0.27,0.8,0.8,0.03,0.73,0.03,0.78,0.68
gwanted.csv,0.36,0.48,1.0,0.16,0.4,0.84,0.82,0.37,0.76,0.43,0.67,0.73,0.0,0.0,0.04,0.0,0.77
iaml.csv,0.19,0.38,1.0,0.12,0.11,0.58,0.86,0.22,0.73,0.21,0.73,0.33,0.05,0.58,0.0,0.67,0.8
java-gnome.csv,0.42,0.44,1.0,0.21,0.12,0.6,1.0,0.19,0.47,0.12,0.83,0.94,0.0,0.56,0.07,0.65,0.82
mecat.csv,1.0,0.64,1.0,0.36,0.21,0.67,1.0,0.32,0.33,0.4,0.0,1.0,0.0,0.0,0.3,0.0,0.75
mvdsv.csv,1.0,0.5,1.0,0.31,0.67,1.0,0.82,0.72,0.5,0.07,0.75,0.78,0.0,0.0,0.12,0.5,0.8
openwbem.csv,0.32,0.57,1.0,0.11,0.14,0.73,0.79,0.29,0.66,0.33,0.73,0.76,0.04,0.71,0.05,0.61,0.81
orc.csv,0.17,0.51,1.0,0.32,0.2,0.4,0.85,0.33,0.46,0.22,0.65,0.5,0.0,0.0,0.11,0.67,0.82
plato.csv,0.28,0.36,0.99,0.08,0.09,0.65,0.95,0.38,0.64,0.21,0.57,0.93,0.02,0.56,0.06,0.66,0.69
rodin-b-sharp.csv,0.91,0.29,0.97,0.38,0.11,0.83,0.81,0.78,0.49,0.13,0.89,0.88,0.0,0.0,0.02,0.52,0.58
ta3d.csv,0.77,0.55,1.0,0.0,0.0,0.71,0.73,0.41,0.65,0.19,0.88,0.91,0.0,0.0,0.06,0.35,0.79
tycho.csv,0.11,0.41,0.99,0.16,0.13,0.73,0.95,0.3,0.64,0.31,0.66,0.83,0.04,0.81,0.06,0.71,0.72
umber.csv,0.69,0.39,0.98,0.1,0.09,0.65,0.84,0.38,0.57,0.15,0.7,0.79,0.02,0.44,0.05,0.65,0.68
vienna-add-in.csv,0.3,0.31,0.98,0.08,0.0,0.78,0.83,0.21,0.63,0.18,0.75,0.73,0.03,0.65,0.03,0.5,0.62
wpdev.csv,0.26,0.36,1.0,0.1,0.09,0.66,0.84,0.36,0.56,0.15,0.69,0.77,0.02,0.56,0.05,0.63,0.69
