,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.54,0.67,0.61,0.71,0.16,0.47,0.8,0.28,0.58,0.71,0.42,0.74,0.63,0.65,0.37,1.0,1.0,0.74,0.5,0.67
galaxium.csv,0.08,0.28,0.0,0.12,0.06,0.08,0.0,0.2,0.16,0.01,0.22,0.45,0.89,0.32,0.55,0.02,0.67,0.51,0.0,0.04
itext.csv,0.99,0.7,0.79,0.54,0.4,0.53,0.73,0.54,0.53,0.74,0.91,0.74,0.83,1.0,0.97,0.68,1.0,0.68,0.75,0.88
jahshakafx.csv,0.98,0.51,0.48,0.21,0.2,0.18,0.33,0.1,0.26,0.24,0.39,0.47,0.14,0.24,0.54,0.23,0.33,0.28,0.75,0.08
kolmafia.csv,0.87,0.84,0.88,0.83,0.34,0.47,0.73,0.3,0.68,0.82,0.77,0.79,0.8,0.74,0.64,0.61,0.67,0.98,1.0,0.38
mecat.csv,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.02,0.03,0.0,0.12,0.0,1.0,0.02,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.53,0.71,0.88,0.5,0.14,0.48,0.33,0.18,0.53,0.72,0.53,0.96,0.31,0.35,0.48,0.34,1.0,0.53,0.5,0.29
mptvseries.csv,0.65,0.87,0.52,0.88,0.5,0.13,0.27,0.2,0.95,0.39,0.49,0.17,0.51,0.32,0.59,0.18,0.33,0.28,0.25,0.42
novembre.csv,0.34,0.39,0.61,0.25,0.22,0.14,0.93,0.3,0.32,0.24,0.31,0.32,0.11,0.09,0.09,0.05,0.67,0.0,0.5,0.04
ns-3.csv,0.81,0.74,0.82,0.67,0.3,0.98,0.87,0.33,0.79,0.38,0.75,0.64,0.66,0.59,0.4,0.59,0.67,0.68,0.25,0.54
nullc.csv,0.65,0.7,0.73,0.88,0.98,0.87,0.93,0.3,0.84,0.72,0.82,0.62,0.77,0.79,0.36,0.95,1.0,0.74,0.5,0.75
pixel-commandos.csv,0.31,0.39,0.24,0.12,0.08,0.07,0.2,0.04,0.11,0.13,0.3,0.0,0.06,0.0,0.13,0.02,0.33,0.06,1.0,0.0
plee-the-bear.csv,0.13,0.13,0.85,0.12,0.48,0.52,0.33,0.31,0.42,0.38,0.18,0.4,0.26,0.47,0.04,0.2,0.0,0.47,0.5,0.29
quantlib.csv,0.19,0.38,0.45,0.33,0.08,0.23,0.4,0.2,0.16,0.29,0.35,0.85,0.34,0.32,0.59,0.07,1.0,0.32,0.25,0.88
reaper-ecad.csv,0.86,0.63,0.91,0.88,0.8,0.71,0.73,0.92,0.63,0.84,0.78,0.55,0.51,0.5,0.6,0.86,0.33,0.74,0.75,0.75
sbml.csv,0.76,0.78,0.82,0.83,0.48,0.64,0.8,0.59,0.53,0.97,0.82,0.79,0.83,0.85,0.71,0.52,0.67,0.74,1.0,0.67
smartgwt.csv,0.69,0.52,0.7,0.25,0.32,0.25,0.47,0.86,0.37,0.39,0.44,0.4,0.57,0.35,0.93,0.25,0.33,0.83,0.75,0.33
unladen-swallow.csv,0.13,0.58,0.39,0.21,0.34,0.53,0.53,0.45,0.47,0.38,0.15,0.47,0.29,0.62,0.43,0.23,0.67,0.57,0.25,0.75
vienna-add-in.csv,0.67,0.52,0.85,0.83,0.78,0.46,0.27,1.0,0.79,0.17,0.63,0.45,0.77,0.74,0.8,0.41,0.67,0.81,0.0,0.38
wow-qrsk.csv,0.52,0.66,0.61,0.58,0.26,0.22,0.2,0.48,0.63,0.46,0.96,0.64,0.37,0.71,0.33,0.25,1.0,0.47,0.75,0.0
