,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.43,0.47,0.7,0.79,0.0,0.39,0.52,0.61,0.55,0.5,0.43,0.62,0.63,0.47,0.34,0.09,0.58,0.51,0.26,0.64
galaxium.csv,0.06,0.12,0.0,0.06,0.0,0.04,0.12,0.1,0.1,0.0,0.12,0.26,0.0,0.1,0.05,0.0,0.22,0.18,0.03,0.06
itext.csv,0.58,0.37,0.45,0.25,0.27,0.37,0.7,0.59,0.42,0.25,0.68,0.46,0.64,0.03,0.86,0.45,0.58,0.56,0.37,0.85
jahshakafx.csv,0.0,0.24,0.23,0.2,0.09,0.09,0.35,0.12,0.26,0.19,0.19,0.26,0.11,0.03,0.26,0.09,0.2,0.1,0.16,0.35
kolmafia.csv,0.32,0.45,0.66,0.43,0.27,0.4,0.6,0.27,0.58,0.5,0.46,0.56,0.57,0.37,0.28,0.45,0.55,0.0,0.33,0.48
mecat.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.5,0.57,0.44,0.33,0.27,0.43,0.12,0.2,0.52,0.59,0.28,0.01,0.18,0.2,0.55,0.14,0.33,0.28,0.36,0.24
mptvseries.csv,0.46,0.58,0.21,0.83,0.09,0.04,0.15,0.07,0.0,0.09,0.13,0.08,0.14,0.07,0.31,0.23,0.22,0.05,0.03,0.46
novembre.csv,0.06,0.15,0.23,0.11,0.18,0.04,0.0,0.32,0.1,0.06,0.08,0.25,0.03,0.1,0.04,0.0,0.13,0.03,0.08,0.11
ns-3.csv,0.57,0.64,0.78,0.81,0.09,0.01,0.85,0.29,0.74,0.34,0.65,0.52,0.6,0.57,0.72,0.55,0.57,0.54,0.42,0.56
nullc.csv,0.84,0.81,0.83,0.87,0.0,0.88,0.92,0.32,0.74,0.66,0.73,0.39,0.38,0.53,0.07,1.0,0.55,0.46,0.7,0.85
pixel-commandos.csv,0.05,0.16,0.07,0.24,0.09,0.03,0.0,0.1,0.0,0.0,0.02,0.03,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.11
plee-the-bear.csv,0.35,0.3,0.0,0.02,0.73,0.6,0.48,0.32,0.65,0.72,0.29,0.51,0.62,0.63,0.07,0.32,0.37,0.74,0.54,0.36
quantlib.csv,0.08,0.17,0.09,0.07,0.09,0.15,0.32,0.12,0.26,0.0,0.12,0.81,0.26,0.13,0.05,0.0,0.93,0.13,0.12,0.0
reaper-ecad.csv,0.82,0.73,0.82,0.01,1.0,0.68,0.57,0.85,0.87,0.84,0.79,0.54,0.66,0.8,0.85,0.59,0.7,0.87,0.84,0.73
sbml.csv,0.36,0.48,0.49,0.4,0.36,0.47,0.68,0.59,0.48,0.0,0.53,0.65,0.54,0.6,0.32,0.55,0.77,0.54,0.55,0.42
smartgwt.csv,0.43,0.23,0.26,0.16,0.45,0.25,0.3,0.93,0.16,0.34,0.14,0.27,0.31,0.23,0.0,0.27,0.32,0.85,0.26,0.49
unladen-swallow.csv,0.12,0.03,0.6,0.51,0.73,0.63,0.4,0.49,0.77,0.66,0.33,0.53,0.57,0.93,0.67,0.18,0.42,0.74,0.69,0.49
vienna-add-in.csv,0.89,0.47,0.78,0.86,1.0,0.52,0.75,0.02,0.65,0.41,0.8,0.65,0.62,0.7,0.58,0.64,0.48,0.87,0.54,0.46
wow-qrsk.csv,0.12,0.66,0.33,0.46,0.0,0.09,0.05,0.66,0.32,0.19,0.0,0.63,0.24,0.47,0.1,0.27,0.27,0.28,0.2,0.09
