,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,50.0,109.0,136.0,68.0,0.0,0.0,3.0,4.0,5.0,0.0,19.0,0.0,5.0,4.0,18.0,0.0,10.0,1.0,7.0,1.0
galaxium.csv,0.0,2.0,553.0,4.0,0.0,0.0,54.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,94.0,4.0
itext.csv,25.0,0.0,72.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,0.0,15.0,0.0,2.0,1.0,4.0,2.0,13.0,6.0
jahshakafx.csv,0.0,14.0,46.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,25.0
kolmafia.csv,4.0,12.0,126.0,5.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,11.0,2.0,0.0,1.0,23.0,0.0,8.0,4.0
mecat.csv,338.0,16.0,553.0,189.0,60.0,222.0,54.0,123.0,0.0,107.0,1.0,0.0,0.0,63.0,1.0,65.0,0.0,1.0,94.0,118.0
mp-rechnungs-und-kundenverwaltung.csv,87.0,3.0,29.0,8.0,0.0,0.0,4.0,1.0,5.0,1.0,83.0,0.0,4.0,4.0,1.0,0.0,2.0,4.0,21.0,5.0
mptvseries.csv,47.0,2.0,39.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,17.0,0.0,13.0,0.0,2.0,4.0
novembre.csv,1.0,16.0,25.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,3.0,5.0,0.0,3.0,85.0,4.0,3.0
ns-3.csv,56.0,1.0,49.0,72.0,0.0,0.0,4.0,0.0,9.0,2.0,36.0,1.0,3.0,3.0,18.0,0.0,24.0,6.0,21.0,7.0
nullc.csv,107.0,3.0,57.0,80.0,0.0,0.0,6.0,0.0,4.0,1.0,38.0,5.0,3.0,4.0,1.0,0.0,5.0,1.0,37.0,4.0
pixel-commandos.csv,3.0,37.0,22.0,36.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,148.0,0.0,63.0,8.0,0.0,2.0,0.0,0.0,118.0
plee-the-bear.csv,58.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,65.0,0.0,7.0,9.0,0.0,0.0,62.0,5.0,28.0,13.0
quantlib.csv,5.0,3.0,11.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,13.0,0.0,2.0,2.0,0.0,0.0,26.0,2.0,8.0,0.0
reaper-ecad.csv,106.0,3.0,58.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,69.0,0.0,7.0,10.0,2.0,0.0,25.0,5.0,36.0,5.0
sbml.csv,4.0,36.0,8.0,9.0,0.0,0.0,1.0,1.0,4.0,0.0,27.0,2.0,3.0,0.0,0.0,0.0,35.0,4.0,9.0,0.0
smartgwt.csv,51.0,31.0,43.0,15.0,0.0,2.0,5.0,0.0,1.0,9.0,7.0,2.0,7.0,4.0,0.0,1.0,17.0,4.0,11.0,12.0
unladen-swallow.csv,11.0,0.0,46.0,51.0,1.0,1.0,3.0,0.0,6.0,7.0,94.0,0.0,6.0,10.0,10.0,0.0,13.0,5.0,61.0,3.0
vienna-add-in.csv,104.0,1.0,53.0,71.0,0.0,0.0,6.0,0.0,9.0,0.0,59.0,0.0,7.0,7.0,1.0,0.0,14.0,5.0,94.0,8.0
wow-qrsk.csv,2.0,3.0,55.0,23.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,118.0
