,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.55,0.64,0.51,0.48,0.19,0.49,0.71,0.3,0.55,0.65,0.44,0.62,0.55,0.62,0.41,0.98,0.78,0.67,0.53,0.57
galaxium.csv,0.1,0.32,0.0,0.15,0.07,0.1,0.0,0.24,0.19,0.01,0.26,0.49,0.91,0.37,0.6,0.02,0.69,0.55,0.0,0.05
itext.csv,0.78,0.68,0.73,0.57,0.44,0.55,0.57,0.51,0.54,0.74,0.66,0.69,0.66,0.99,0.44,0.65,0.78,0.61,0.72,0.45
jahshakafx.csv,0.98,0.55,0.52,0.25,0.24,0.21,0.37,0.12,0.3,0.28,0.44,0.51,0.17,0.28,0.57,0.27,0.37,0.32,0.77,0.1
kolmafia.csv,0.82,0.76,0.67,0.76,0.38,0.49,0.63,0.34,0.61,0.73,0.71,0.68,0.68,0.72,0.65,0.6,0.61,0.98,0.91,0.4
mecat.csv,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.02,0.04,0.0,0.15,0.0,1.0,0.02,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.52,0.63,0.79,0.53,0.17,0.5,0.38,0.21,0.52,0.63,0.56,0.97,0.35,0.39,0.47,0.39,0.91,0.56,0.52,0.33
mptvseries.csv,0.62,0.72,0.56,0.48,0.55,0.16,0.31,0.24,0.96,0.44,0.54,0.2,0.56,0.37,0.61,0.21,0.37,0.33,0.29,0.44
novembre.csv,0.39,0.44,0.64,0.29,0.26,0.17,0.94,0.34,0.37,0.28,0.36,0.36,0.13,0.11,0.11,0.06,0.7,0.0,0.55,0.05
ns-3.csv,0.69,0.61,0.53,0.45,0.35,0.98,0.44,0.37,0.56,0.42,0.61,0.6,0.58,0.55,0.37,0.56,0.6,0.62,0.28,0.52
nullc.csv,0.4,0.46,0.44,0.41,0.98,0.39,0.3,0.34,0.58,0.59,0.58,0.62,0.73,0.7,0.41,0.0,0.8,0.69,0.44,0.42
pixel-commandos.csv,0.36,0.44,0.28,0.14,0.1,0.09,0.24,0.05,0.13,0.16,0.35,0.0,0.07,0.0,0.16,0.02,0.38,0.07,1.0,0.0
plee-the-bear.csv,0.15,0.16,0.88,0.15,0.42,0.49,0.36,0.35,0.4,0.35,0.21,0.42,0.28,0.45,0.05,0.23,0.0,0.4,0.49,0.33
quantlib.csv,0.23,0.43,0.5,0.38,0.1,0.27,0.44,0.24,0.19,0.34,0.4,0.5,0.38,0.37,0.64,0.09,0.27,0.37,0.29,0.9
reaper-ecad.csv,0.49,0.5,0.5,0.9,0.0,0.57,0.64,0.45,0.36,0.45,0.51,0.53,0.46,0.38,0.38,0.71,0.32,0.38,0.43,0.55
sbml.csv,0.73,0.71,0.73,0.77,0.51,0.61,0.62,0.54,0.53,0.98,0.71,0.63,0.71,0.69,0.7,0.5,0.48,0.66,0.8,0.65
smartgwt.csv,0.66,0.56,0.71,0.29,0.35,0.29,0.5,0.26,0.42,0.42,0.49,0.44,0.59,0.39,0.94,0.29,0.37,0.44,0.75,0.36
unladen-swallow.csv,0.16,0.63,0.39,0.24,0.32,0.49,0.54,0.46,0.39,0.37,0.18,0.47,0.31,0.24,0.41,0.27,0.65,0.46,0.26,0.69
vienna-add-in.csv,0.33,0.52,0.54,0.42,0.0,0.46,0.27,1.0,0.63,0.2,0.44,0.43,0.64,0.57,0.68,0.4,0.63,0.4,0.0,0.4
wow-qrsk.csv,0.57,0.56,0.62,0.57,0.31,0.26,0.24,0.44,0.64,0.5,0.97,0.56,0.41,0.66,0.38,0.29,0.93,0.51,0.76,0.0
