,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.43,0.25,0.1,0.2,0.28,0.57,0.5,0.35,0.47,0.74,0.26,0.48,0.39,0.63,0.3,0.98,0.15,0.69,0.13,0.32
galaxium.csv,0.13,0.26,0.0,0.16,0.11,0.15,0.0,0.33,0.24,0.03,0.25,0.44,0.94,0.46,0.64,0.04,0.22,0.62,0.0,0.06
itext.csv,0.6,0.31,0.18,0.33,0.55,0.61,0.41,0.59,0.48,0.8,0.38,0.54,0.48,0.99,0.41,0.71,0.15,0.63,0.15,0.33
jahshakafx.csv,0.99,0.3,0.19,0.16,0.33,0.29,0.29,0.17,0.31,0.36,0.35,0.46,0.2,0.37,0.45,0.36,0.12,0.41,0.27,0.07
kolmafia.csv,0.67,0.32,0.14,0.34,0.49,0.56,0.44,0.42,0.52,0.81,0.41,0.52,0.5,0.71,0.5,0.67,0.11,0.99,0.21,0.23
mecat.csv,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.04,0.05,0.0,0.21,0.0,1.0,0.04,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.4,0.23,0.2,0.26,0.23,0.57,0.4,0.28,0.44,0.73,0.39,0.97,0.35,0.46,0.3,0.48,0.23,0.6,0.1,0.26
mptvseries.csv,0.48,0.27,0.21,0.23,0.66,0.22,0.32,0.33,0.97,0.55,0.48,0.25,0.55,0.47,0.45,0.28,0.12,0.42,0.25,0.26
novembre.csv,0.46,0.31,0.23,0.25,0.35,0.24,0.97,0.41,0.43,0.38,0.37,0.34,0.19,0.15,0.14,0.09,0.31,0.0,0.31,0.06
ns-3.csv,0.52,0.22,0.12,0.18,0.45,0.99,0.42,0.44,0.53,0.5,0.33,0.46,0.42,0.56,0.21,0.63,0.1,0.64,0.05,0.29
nullc.csv,0.36,0.18,0.1,0.22,0.99,0.75,0.42,0.41,0.55,0.72,0.33,0.5,0.57,0.7,0.46,0.78,0.15,0.7,0.06,0.29
pixel-commandos.csv,0.44,0.29,0.21,0.09,0.15,0.14,0.33,0.07,0.19,0.23,0.42,0.0,0.11,0.0,0.21,0.04,0.33,0.12,1.0,0.0
plee-the-bear.csv,0.13,0.08,0.9,0.2,0.59,0.57,0.26,0.43,0.34,0.45,0.15,0.32,0.18,0.46,0.07,0.3,0.0,0.45,0.07,0.22
quantlib.csv,0.28,0.28,0.31,0.36,0.15,0.35,0.35,0.32,0.2,0.45,0.38,0.47,0.34,0.45,0.68,0.13,0.1,0.45,0.12,0.93
reaper-ecad.csv,0.46,0.17,0.12,0.91,0.79,0.69,0.45,0.78,0.41,0.77,0.3,0.41,0.33,0.45,0.28,0.8,0.04,0.6,0.07,0.32
sbml.csv,0.59,0.29,0.17,0.36,0.62,0.68,0.44,0.63,0.45,0.99,0.4,0.49,0.52,0.72,0.52,0.58,0.08,0.68,0.14,0.4
smartgwt.csv,0.51,0.32,0.24,0.21,0.45,0.36,0.41,0.74,0.45,0.51,0.43,0.4,0.49,0.45,0.97,0.36,0.09,0.66,0.19,0.2
unladen-swallow.csv,0.18,0.65,0.07,0.09,0.45,0.57,0.41,0.53,0.35,0.46,0.11,0.36,0.21,0.51,0.24,0.34,0.13,0.52,0.03,0.4
vienna-add-in.csv,0.36,0.2,0.12,0.22,0.78,0.53,0.16,0.99,0.56,0.25,0.25,0.31,0.47,0.62,0.44,0.47,0.12,0.64,0.0,0.23
wow-qrsk.csv,0.58,0.2,0.18,0.25,0.41,0.34,0.3,0.53,0.59,0.6,0.97,0.43,0.38,0.67,0.39,0.36,0.27,0.55,0.24,0.0
