,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.07,0.0,0.34,0.21,0.32,0.4,0.26,0.6,0.44,0.14,0.04,0.56,0.43
bscwweasel.csv,0.04,0.22,0.47,0.46,0.48,0.26,0.32,0.0,0.39,0.27,0.1,0.21,0.24
capcode.csv,0.06,0.21,0.37,0.25,0.43,0.15,0.44,0.28,0.3,0.0,0.27,0.41,0.47
emite.csv,0.7,0.12,0.39,0.23,0.4,0.37,0.2,0.31,0.22,0.1,0.36,0.58,0.43
extprosys.csv,0.66,0.14,0.36,0.25,0.45,0.55,0.29,0.1,0.36,0.36,0.26,0.51,0.46
lamp.csv,0.55,0.33,0.39,0.22,0.49,0.47,0.25,0.48,0.45,0.36,0.24,0.33,0.81
retromenu.csv,0.66,0.3,0.46,0.24,0.68,0.29,0.23,0.5,0.22,0.22,0.35,0.3,0.45
smbopensoft.csv,0.8,0.18,0.33,0.16,0.36,0.27,0.1,0.38,0.23,0.0,0.23,0.6,0.69
snakeyaml.csv,0.63,0.16,0.41,0.29,0.55,0.33,0.19,0.49,0.34,0.21,0.47,0.06,0.51
stuproa-cims.csv,0.0,0.21,0.4,0.29,0.57,0.04,0.24,0.48,0.55,0.0,0.31,0.46,0.0
ta3d.csv,0.0,0.0,0.34,0.29,0.6,0.03,0.18,0.0,0.4,0.41,0.14,0.33,0.69
thout.csv,0.49,0.18,0.52,0.16,0.42,0.44,0.26,0.49,0.41,0.35,0.26,0.6,0.74
vrjuggler.csv,0.44,0.18,0.09,0.13,0.19,0.04,0.06,0.0,0.1,0.41,0.12,0.15,0.16
