,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.72,0.68,0.89,0.57,0.52,0.83,0.0,0.82,0.5,0.84,0.85,0.46,0.8,0.93,1.0,0.66,0.62,0.67
dspace-gsoc.csv,0.81,0.91,0.83,0.82,0.91,0.96,0.86,0.77,0.88,0.77,0.0,0.74,0.87,0.84,0.76,0.89,0.81,0.91
fbmanager.csv,0.55,0.65,0.0,0.58,0.64,0.71,0.65,0.51,0.77,0.69,0.81,0.56,0.87,0.73,0.89,0.74,0.57,0.4
fido.csv,1.0,1.0,1.0,0.98,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
freenet.csv,0.85,0.93,0.77,0.67,0.02,0.63,0.79,0.45,0.77,0.74,0.76,0.97,0.76,0.47,0.6,0.59,0.74,0.29
geogebra.csv,0.76,0.72,0.87,0.89,0.85,0.84,0.74,0.79,0.53,0.86,0.74,0.84,0.85,0.51,0.95,0.53,0.1,0.64
google-caja.csv,0.39,0.7,0.48,0.57,0.63,0.77,0.5,0.01,0.65,0.64,0.76,0.35,0.74,0.52,0.64,0.52,0.62,0.34
itext.csv,0.69,0.82,0.59,0.65,0.51,0.81,0.48,0.4,0.49,0.73,0.73,0.06,0.39,0.3,0.68,0.46,0.48,0.48
k3b.csv,0.49,0.59,0.68,0.54,0.66,0.7,0.58,0.58,0.46,0.02,0.67,0.61,0.51,0.89,0.62,0.63,0.57,1.01
megameknet.csv,0.83,0.72,0.86,0.53,0.66,0.77,0.67,0.62,0.61,0.67,0.81,0.77,0.5,0.43,0.72,0.12,0.58,1.01
myfaces.csv,0.96,0.69,1.0,0.95,0.94,0.77,0.94,0.97,0.08,0.96,0.81,1.0,1.02,0.81,0.99,0.94,0.97,0.53
onotoa.csv,0.8,0.74,0.6,0.57,0.73,0.0,0.86,0.78,0.87,0.76,0.66,0.5,0.92,0.98,0.94,0.91,0.85,1.08
paintown.csv,0.03,0.63,0.54,0.43,0.57,0.71,0.65,0.46,0.58,0.64,0.66,0.54,0.65,0.47,0.71,0.52,0.48,0.67
powerfolder.csv,1.0,1.0,1.0,0.98,0.98,0.99,0.89,1.0,0.88,1.0,1.0,1.0,0.0,0.89,1.0,0.94,0.93,0.97
smartgwt.csv,0.51,0.75,0.64,0.55,0.65,0.78,0.76,0.94,0.57,0.79,0.8,0.64,0.46,0.08,0.82,0.73,0.62,1.13
sqlpower-library.csv,0.67,0.8,0.93,0.06,0.71,0.71,0.84,0.71,0.63,0.69,0.67,0.94,0.56,0.9,1.1,0.67,0.65,1.01
triplea.csv,0.64,0.0,0.65,0.59,0.7,0.62,0.68,0.67,0.57,0.84,0.55,0.71,0.53,0.57,1.0,0.52,0.5,0.38
