,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,106.0,1.0,5.0,0.0
dspace-gsoc.csv,8.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,51.0,0.0,0.0,1.0,41.0,1.0,9.0,15.0,9.0,0.0
fbmanager.csv,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,2.0,41.0,7.0,40.0,4.0,0.0,0.0
fido.csv,140.0,52.0,64.0,0.0,0.0,0.0,53.0,104.0,350.0,81.0,54.0,63.0,125.0,387.0,0.0,306.0,395.0,58.0
freenet.csv,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,20.0,0.0,1.0,9.0,52.0,15.0,11.0,2.0,6.0,0.0
geogebra.csv,2.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,1.0,9.0,84.0,24.0,39.0,3.0,0.0,0.0
google-caja.csv,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,14.0,0.0,2.0,0.0,61.0,2.0,12.0,21.0,7.0,0.0
itext.csv,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,21.0,1.0,5.0,5.0,1.0,0.0
k3b.csv,0.0,0.0,2.0,0.0,5.0,0.0,6.0,0.0,22.0,0.0,0.0,3.0,38.0,2.0,21.0,4.0,46.0,0.0
megameknet.csv,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,9.0,38.0,0.0,35.0,0.0,8.0,0.0
myfaces.csv,3.0,2.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,10.0,110.0,0.0,22.0,5.0,9.0,0.0
onotoa.csv,2.0,2.0,1.0,0.0,2.0,0.0,9.0,0.0,39.0,0.0,1.0,1.0,96.0,2.0,22.0,3.0,9.0,0.0
paintown.csv,0.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,9.0,1.0,1.0,1.0,56.0,11.0,39.0,4.0,2.0,0.0
powerfolder.csv,140.0,52.0,64.0,0.0,0.0,0.0,0.0,104.0,1.0,81.0,54.0,63.0,0.0,0.0,106.0,3.0,0.0,0.0
smartgwt.csv,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,17.0,0.0,0.0,5.0,32.0,0.0,9.0,0.0,5.0,1.0
sqlpower-library.csv,1.0,2.0,1.0,0.0,6.0,0.0,9.0,0.0,36.0,0.0,0.0,10.0,47.0,2.0,106.0,5.0,9.0,0.0
triplea.csv,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,3.0,39.0,1.0,58.0,6.0,4.0,0.0
