,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.15,0.33,0.26,0.06,0.23,0.12,0.0,0.07,0.07,0.17,0.26,0.3,0.04,0.01,0.01,0.11,0.19,0.0
dspace-gsoc.csv,0.18,0.24,0.13,0.18,0.04,0.19,0.11,0.19,0.29,0.12,0.0,0.1,0.34,0.05,0.13,0.12,0.1,0.0
fbmanager.csv,0.29,0.19,0.0,0.29,0.54,0.19,0.15,0.26,0.34,0.17,0.21,0.3,0.35,0.13,0.49,0.08,0.39,0.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freenet.csv,0.7,0.9,0.61,0.59,0.01,0.44,0.78,0.41,0.73,0.67,0.74,0.97,0.47,0.42,0.34,0.53,0.68,0.0
geogebra.csv,0.34,0.29,0.65,0.88,0.82,0.81,0.0,0.74,0.24,0.04,0.32,0.83,0.83,0.11,0.91,0.11,0.0,0.0
google-caja.csv,0.22,0.57,0.45,0.53,0.55,0.69,0.41,0.0,0.63,0.33,0.68,0.23,0.74,0.52,0.64,0.44,0.61,0.0
itext.csv,0.12,0.71,0.26,0.41,0.31,0.69,0.26,0.22,0.31,0.29,0.47,0.0,0.34,0.23,0.47,0.24,0.32,0.0
k3b.csv,0.37,0.48,0.65,0.35,0.56,0.31,0.52,0.52,0.38,0.0,0.58,0.5,0.51,0.89,0.37,0.61,0.54,1.0
megameknet.csv,0.71,0.67,0.13,0.41,0.26,0.44,0.22,0.37,0.32,0.5,0.79,0.73,0.5,0.3,0.51,0.01,0.49,1.0
myfaces.csv,0.96,0.67,1.0,0.94,0.93,0.75,0.93,0.96,0.0,0.96,0.79,1.0,0.94,0.1,0.99,0.9,0.95,0.0
onotoa.csv,0.78,0.57,0.48,0.18,0.67,0.0,0.74,0.63,0.7,0.58,0.32,0.07,0.83,0.97,0.94,0.86,0.75,1.0
paintown.csv,0.0,0.38,0.26,0.18,0.37,0.56,0.33,0.26,0.51,0.29,0.32,0.27,0.65,0.35,0.5,0.39,0.39,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.01,0.0
smartgwt.csv,0.26,0.67,0.58,0.41,0.56,0.69,0.48,0.89,0.5,0.71,0.68,0.43,0.41,0.01,0.82,0.68,0.56,1.0
sqlpower-library.csv,0.62,0.76,0.81,0.06,0.67,0.44,0.81,0.67,0.28,0.67,0.37,0.93,0.52,0.73,0.46,0.46,0.47,1.0
triplea.csv,0.55,0.0,0.58,0.53,0.68,0.31,0.48,0.63,0.55,0.83,0.42,0.7,0.49,0.06,0.66,0.32,0.4,0.0
