,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.15,0.69,0.23,0.81,0.31,0.12,0.4,0.64,0.57,0.85
geotools.csv,0.14,0.65,0.21,0.8,0.31,0.46,0.42,0.65,0.51,0.71
gephex.csv,0.18,0.63,0.15,0.78,0.31,0.28,0.34,0.8,0.61,0.59
haggle.csv,0.25,0.75,0.53,1.0,0.23,0.32,0.47,0.64,0.4,1.0
java-gnome.csv,0.1,0.53,0.26,0.96,0.23,0.33,0.32,0.71,0.59,0.67
jgnash.csv,0.14,0.74,0.35,0.82,0.4,0.35,0.39,0.61,0.57,0.65
jrdf.csv,0.11,0.57,0.12,0.87,0.41,0.44,0.31,0.56,0.75,0.25
mpqc.csv,0.31,0.58,0.0,0.67,0.29,0.06,0.12,0.59,0.65,0.7
panda3d.csv,0.19,0.69,0.24,0.93,0.44,0.25,0.31,0.62,0.65,0.54
tencompetence.csv,0.25,0.49,0.15,0.81,0.3,0.19,0.2,0.58,0.83,0.4
