,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.51,0.53,0.61,0.52,0.57,0.45,0.84,0.36,0.96,0.48
geotools.csv,0.44,0.48,0.37,0.37,0.44,0.5,0.45,0.35,0.46,0.43
gephex.csv,0.54,0.51,0.58,0.38,0.53,0.39,0.42,0.54,0.46,0.41
haggle.csv,0.75,0.43,0.95,0.86,0.83,0.43,0.79,0.44,0.95,0.83
java-gnome.csv,0.69,0.89,0.66,0.45,0.85,0.43,0.47,0.74,0.49,0.43
jgnash.csv,0.44,0.38,0.59,0.32,0.43,0.52,0.41,0.35,0.41,0.32
jrdf.csv,0.94,0.93,0.53,0.45,0.63,0.52,0.48,0.89,0.57,0.75
mpqc.csv,0.97,0.95,0.97,0.83,0.97,0.94,0.99,0.82,0.93,0.74
panda3d.csv,0.64,0.67,0.76,0.63,0.65,0.67,0.51,0.55,0.69,0.63
tencompetence.csv,0.97,0.9,0.68,0.47,0.72,0.4,0.62,0.92,0.67,0.9
