,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.71,0.68,0.32,0.62,0.7,0.63,0.18,0.9,0.11,0.29
geotools.csv,0.85,0.9,0.57,0.88,0.84,0.22,0.32,0.85,0.53,0.56
gephex.csv,0.75,0.98,0.54,1.0,0.81,0.56,0.61,0.32,0.75,0.76
haggle.csv,0.03,0.41,0.06,0.0,0.25,0.32,0.13,0.39,0.13,0.0
java-gnome.csv,0.35,0.44,0.24,0.12,0.35,0.34,0.42,0.24,0.48,0.56
jgnash.csv,0.53,0.34,0.21,0.5,0.3,0.25,0.4,0.76,0.58,0.82
jrdf.csv,0.15,0.15,0.54,0.38,0.25,0.25,0.42,0.1,0.29,0.62
mpqc.csv,0.22,0.2,0.26,0.12,0.22,0.29,0.29,0.39,0.45,0.38
panda3d.csv,0.55,0.32,0.26,0.12,0.33,0.31,0.56,0.44,0.36,0.47
tencompetence.csv,0.22,0.49,0.53,0.56,0.44,0.85,0.71,0.12,0.29,0.53
