,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,391.5,196.0,99.0,476.5
ngl.csv,194.0,196.0,98.5,768.0
qmmp.csv,95.5,196.0,99.0,278.5
quarkplusplus.csv,96.5,97.5,99.0,188.0
