,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.83,0.77,0.29,0.67,0.71,0.46,0.17,0.12,0.52
azureus.csv,0.79,0.94,0.69,0.83,1.0,0.75,1.0,0.71,0.85
columba.csv,0.5,0.6,0.53,0.33,0.71,0.86,0.5,0.76,0.64
continuum-ide.csv,0.33,0.17,0.22,0.17,0.88,0.14,0.17,0.02,0.21
emulemorph.csv,0.0,0.03,0.04,0.5,0.18,0.02,0.5,0.0,0.03
factor.csv,0.0,0.06,0.07,0.0,0.12,0.39,0.17,0.93,0.03
pcgen.csv,1.0,1.0,0.69,1.0,0.88,0.62,1.0,1.0,0.92
stemkit.csv,0.29,0.31,0.38,0.67,0.18,0.25,0.67,0.27,0.22
utgb.csv,0.54,0.77,0.15,0.0,0.0,0.3,0.5,0.24,0.4
