,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.81,0.48,0.33,0.65,0.67,0.5,0.2,0.14,0.54
azureus.csv,0.53,0.13,0.69,0.6,0.57,0.76,0.41,0.49,0.42
columba.csv,0.53,0.56,0.56,0.36,0.68,0.72,0.54,0.62,0.66
continuum-ide.csv,0.37,0.2,0.25,0.2,0.85,0.17,0.2,0.02,0.25
emulemorph.csv,0.0,0.04,0.05,0.53,0.21,0.02,0.54,0.0,0.04
factor.csv,0.0,0.07,0.09,0.0,0.15,0.42,0.2,0.91,0.04
pcgen.csv,0.0,0.13,0.71,0.0,0.34,0.64,0.0,0.17,0.05
stemkit.csv,0.33,0.34,0.43,0.66,0.21,0.29,0.68,0.31,0.26
utgb.csv,0.56,0.76,0.18,0.0,0.0,0.34,0.54,0.28,0.44
