,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.49,0.52,0.48,0.08,0.41,0.41,0.06,0.28,0.37
azureus.csv,0.24,0.52,0.58,0.06,0.35,0.56,0.09,0.62,0.29
columba.csv,0.34,0.55,0.56,0.05,0.43,0.35,0.21,0.67,0.54
continuum-ide.csv,0.24,0.6,0.33,0.03,0.6,0.23,0.05,0.2,0.33
emulemorph.csv,0.0,1.0,0.67,0.1,0.6,0.33,0.17,0.0,0.5
factor.csv,0.0,0.33,0.33,0.0,0.5,0.27,0.5,0.9,0.43
pcgen.csv,0.23,0.54,0.69,0.05,0.3,0.44,0.08,0.65,0.28
stemkit.csv,0.23,0.48,0.72,0.09,0.6,0.22,0.17,0.85,0.35
utgb.csv,0.31,0.77,0.33,0.0,0.0,0.24,0.17,0.67,0.37
